instance,tw,n,kn,time,phase,minseps,pmcs
primalgraphs_Nonogram-029-table.xml.hg.graph,-1,576,576,TO,2,36499755,0
primalgraphs_Nonogram-030-table.xml.hg.graph,-1,400,400,TO,2,56508711,0
primalgraphs_Nonogram-031-table.xml.hg.graph,-1,576,576,TO,2,35165580,0
primalgraphs_Nonogram-032-table.xml.hg.graph,-1,400,400,TO,2,56633648,0
primalgraphs_Nonogram-033-table.xml.hg.graph,-1,1024,1024,TO,2,20569653,0
primalgraphs_Nonogram-034-table.xml.hg.graph,-1,576,576,TO,2,35744720,0
primalgraphs_Nonogram-035-table.xml.hg.graph,-1,576,576,TO,2,36288759,0
primalgraphs_Nonogram-036-table.xml.hg.graph,-1,1024,1024,TO,2,20150092,0
primalgraphs_Nonogram-037-table.xml.hg.graph,-1,400,400,TO,2,53687275,0
primalgraphs_Nonogram-038-table.xml.hg.graph,-1,980,980,TO,2,19773268,0
primalgraphs_Nonogram-039-table.xml.hg.graph,-1,1024,1024,TO,2,16530656,0
primalgraphs_Nonogram-040-table.xml.hg.graph,-1,640,640,TO,2,32633649,0
primalgraphs_Nonogram-041-table.xml.hg.graph,-1,256,256,TO,2,92254670,0
primalgraphs_Nonogram-042-table.xml.hg.graph,-1,256,256,TO,2,92965738,0
primalgraphs_Nonogram-043-table.xml.hg.graph,-1,256,256,TO,2,91315726,0
primalgraphs_Nonogram-044-table.xml.hg.graph,-1,576,576,TO,2,34996534,0
primalgraphs_Nonogram-045-table.xml.hg.graph,-1,256,256,TO,2,90088702,0
primalgraphs_Nonogram-047-table.xml.hg.graph,-1,400,400,TO,2,53822145,0
primalgraphs_Nonogram-048-table.xml.hg.graph,-1,400,400,TO,2,56075690,0
primalgraphs_Nonogram-049-table.xml.hg.graph,-1,256,256,TO,2,93454966,0
primalgraphs_Nonogram-050-table.xml.hg.graph,-1,256,256,TO,2,93805482,0
primalgraphs_Nonogram-051-table.xml.hg.graph,-1,576,576,TO,2,36547952,0
primalgraphs_Nonogram-053-table.xml.hg.graph,-1,576,576,TO,2,36121616,0
primalgraphs_Nonogram-054-table.xml.hg.graph,-1,576,576,TO,2,36055739,0
primalgraphs_Nonogram-055-table.xml.hg.graph,-1,1024,1024,TO,2,19593968,0
primalgraphs_Nonogram-056-table.xml.hg.graph,-1,256,256,TO,2,91194150,0
primalgraphs_Nonogram-057-table.xml.hg.graph,-1,576,576,TO,2,36611105,0
primalgraphs_Nonogram-058-table.xml.hg.graph,-1,1024,1024,TO,2,20290133,0
primalgraphs_Nonogram-059-table.xml.hg.graph,-1,576,576,TO,2,36390050,0
primalgraphs_Nonogram-060-table.xml.hg.graph,-1,576,576,TO,2,35370806,0
primalgraphs_Nonogram-062-table.xml.hg.graph,-1,256,256,TO,2,92582967,0
primalgraphs_Nonogram-063-table.xml.hg.graph,-1,256,256,TO,2,93441855,0
primalgraphs_Nonogram-064-table.xml.hg.graph,-1,400,400,TO,2,56380297,0
primalgraphs_Nonogram-066-table.xml.hg.graph,-1,400,400,TO,2,55423716,0
primalgraphs_Nonogram-067-table.xml.hg.graph,-1,1024,1024,TO,2,20131013,0
primalgraphs_Nonogram-068-table.xml.hg.graph,-1,256,256,TO,2,91081685,0
primalgraphs_Nonogram-070-table.xml.hg.graph,-1,576,576,TO,2,36106939,0
primalgraphs_Nonogram-072-table.xml.hg.graph,-1,576,576,TO,2,35540517,0
primalgraphs_Nonogram-073-table.xml.hg.graph,-1,400,400,TO,2,53439877,0
primalgraphs_Nonogram-074-table.xml.hg.graph,-1,384,384,TO,2,65265543,0
primalgraphs_Nonogram-075-table.xml.hg.graph,-1,1024,1024,TO,2,20116921,0
primalgraphs_Nonogram-076-table.xml.hg.graph,-1,400,400,TO,2,56326936,0
primalgraphs_Nonogram-077-table.xml.hg.graph,-1,1024,1024,TO,2,19647261,0
primalgraphs_Nonogram-078-table.xml.hg.graph,-1,576,576,TO,2,35566446,0
primalgraphs_Nonogram-080-table.xml.hg.graph,-1,400,400,TO,2,54035841,0
primalgraphs_Nonogram-081-table.xml.hg.graph,-1,576,576,TO,2,35602303,0
primalgraphs_Nonogram-082-table.xml.hg.graph,-1,784,784,TO,2,26383110,0
primalgraphs_Nonogram-083-table.xml.hg.graph,-1,256,256,TO,2,93554195,0
primalgraphs_Nonogram-084-table.xml.hg.graph,-1,256,256,TO,2,93719758,0
primalgraphs_Nonogram-085-table.xml.hg.graph,-1,576,576,TO,2,36447361,0
primalgraphs_Nonogram-087-table.xml.hg.graph,-1,576,576,TO,2,36511533,0
primalgraphs_Nonogram-089-table.xml.hg.graph,-1,400,400,TO,2,54114311,0
primalgraphs_Nonogram-091-table.xml.hg.graph,-1,1024,1024,TO,2,20397481,0
primalgraphs_Nonogram-092-table.xml.hg.graph,-1,1024,1024,TO,2,19487363,0
primalgraphs_Nonogram-093-table.xml.hg.graph,-1,256,256,TO,2,93760212,0
primalgraphs_Nonogram-094-table.xml.hg.graph,-1,576,576,TO,2,36171602,0
primalgraphs_Nonogram-096-table.xml.hg.graph,-1,576,576,TO,2,36354234,0
primalgraphs_Nonogram-097-table.xml.hg.graph,-1,256,256,TO,2,93047246,0
primalgraphs_Nonogram-098-table.xml.hg.graph,-1,400,400,TO,2,55463262,0
primalgraphs_Nonogram-099-table.xml.hg.graph,-1,576,576,TO,2,36556325,0
primalgraphs_Nonogram-100-table.xml.hg.graph,-1,1024,1024,TO,2,20569653,0
primalgraphs_Nonogram-101-table.xml.hg.graph,-1,435,435,TO,2,55713334,0
primalgraphs_Nonogram-102-table.xml.hg.graph,-1,576,576,TO,2,36350426,0
primalgraphs_Nonogram-104-table.xml.hg.graph,-1,400,400,TO,2,54927743,0
primalgraphs_Nonogram-105-table.xml.hg.graph,-1,1024,1024,TO,2,20139727,0
primalgraphs_Nonogram-106-table.xml.hg.graph,-1,256,256,TO,2,93209714,0
primalgraphs_Nonogram-107-table.xml.hg.graph,-1,1024,1024,TO,2,19333359,0
primalgraphs_Nonogram-108-table.xml.hg.graph,-1,1024,1024,TO,2,19517240,0
primalgraphs_Nonogram-109-table.xml.hg.graph,-1,256,256,TO,2,94495242,0
primalgraphs_Nonogram-110-table.xml.hg.graph,-1,400,400,TO,2,56128227,0
primalgraphs_Nonogram-111-table.xml.hg.graph,-1,576,576,TO,2,36121628,0
primalgraphs_Nonogram-113-table.xml.hg.graph,-1,400,400,TO,2,56297358,0
primalgraphs_Nonogram-114-table.xml.hg.graph,-1,576,576,TO,2,35284750,0
primalgraphs_Nonogram-115-table.xml.hg.graph,-1,400,400,TO,2,56277795,0
primalgraphs_Nonogram-116-table.xml.hg.graph,-1,1024,1024,TO,2,20288942,0
primalgraphs_Nonogram-117-table.xml.hg.graph,-1,400,400,TO,2,55963960,0
primalgraphs_Nonogram-118-table.xml.hg.graph,-1,576,576,TO,2,36298586,0
primalgraphs_Nonogram-119-table.xml.hg.graph,-1,1024,1024,TO,2,20398189,0
primalgraphs_Nonogram-120-table.xml.hg.graph,-1,576,576,TO,2,36517369,0
primalgraphs_Nonogram-121-table.xml.hg.graph,-1,1024,1024,TO,2,19596292,0
primalgraphs_Nonogram-123-table.xml.hg.graph,-1,400,400,TO,2,55716239,0
primalgraphs_Nonogram-124-table.xml.hg.graph,-1,576,576,TO,2,35367546,0
primalgraphs_Nonogram-125-table.xml.hg.graph,-1,1024,1024,TO,2,20535586,0
primalgraphs_Nonogram-126-table.xml.hg.graph,-1,256,256,TO,2,93995003,0
primalgraphs_Nonogram-127-table.xml.hg.graph,-1,256,256,TO,2,93619485,0
primalgraphs_Nonogram-128-table.xml.hg.graph,-1,1024,1024,TO,2,19993096,0
primalgraphs_Nonogram-129-table.xml.hg.graph,-1,576,576,TO,2,35698673,0
primalgraphs_Nonogram-131-table.xml.hg.graph,-1,576,576,TO,2,36544967,0
primalgraphs_Nonogram-132-table.xml.hg.graph,-1,400,400,TO,2,56754951,0
primalgraphs_Nonogram-133-table.xml.hg.graph,-1,576,576,TO,2,34982780,0
primalgraphs_Nonogram-134-table.xml.hg.graph,-1,576,576,TO,2,36508372,0
primalgraphs_Nonogram-135-table.xml.hg.graph,-1,672,672,TO,2,29647815,0
primalgraphs_Nonogram-136-table.xml.hg.graph,-1,576,576,TO,2,35433856,0
primalgraphs_Nonogram-137-table.xml.hg.graph,-1,1024,1024,TO,2,20168090,0
primalgraphs_Nonogram-138-table.xml.hg.graph,-1,576,576,TO,2,34914756,0
primalgraphs_Nonogram-140-table.xml.hg.graph,-1,400,400,TO,2,53804144,0
primalgraphs_Nonogram-141-table.xml.hg.graph,-1,1024,1024,TO,2,20401058,0
primalgraphs_Nonogram-142-table.xml.hg.graph,-1,576,576,TO,2,36337556,0
primalgraphs_Nonogram-144-table.xml.hg.graph,-1,256,256,TO,2,93259760,0
primalgraphs_Nonogram-145-table.xml.hg.graph,-1,256,256,TO,2,93423591,0
primalgraphs_Nonogram-146-table.xml.hg.graph,-1,400,400,TO,2,54385200,0
primalgraphs_Nonogram-147-table.xml.hg.graph,-1,400,400,TO,2,55638489,0
primalgraphs_Nonogram-148-table.xml.hg.graph,-1,576,576,TO,2,36546951,0
primalgraphs_Nonogram-149-table.xml.hg.graph,-1,256,256,TO,2,93721992,0
primalgraphs_Nonogram-150-table.xml.hg.graph,-1,576,576,TO,2,36664685,0
primalgraphs_Nonogram-151-table.xml.hg.graph,-1,1024,1024,TO,2,20386474,0
primalgraphs_Nonogram-152-table.xml.hg.graph,-1,400,400,TO,2,55906777,0
primalgraphs_Nonogram-153-table.xml.hg.graph,-1,1024,1024,TO,2,19521545,0
primalgraphs_Nonogram-155-table.xml.hg.graph,-1,256,256,TO,2,94657157,0
primalgraphs_Nonogram-156-table.xml.hg.graph,-1,256,256,TO,2,91462536,0
primalgraphs_Nonogram-157-table.xml.hg.graph,-1,400,400,TO,2,55929380,0
primalgraphs_Nonogram-158-table.xml.hg.graph,-1,576,576,TO,2,36433268,0
primalgraphs_Nonogram-159-table.xml.hg.graph,-1,576,576,TO,2,36389186,0
primalgraphs_Nonogram-160-table.xml.hg.graph,-1,576,576,TO,2,30962383,0
primalgraphs_Nonogram-161-table.xml.hg.graph,-1,256,256,TO,2,90174449,0
primalgraphs_Nonogram-162-table.xml.hg.graph,-1,576,576,TO,2,36500996,0
primalgraphs_Nonogram-163-table.xml.hg.graph,-1,1024,1024,TO,2,20331369,0
primalgraphs_Nonogram-164-table.xml.hg.graph,-1,256,256,TO,2,91009906,0
primalgraphs_Nonogram-165-table.xml.hg.graph,-1,576,576,TO,2,36530503,0
primalgraphs_Nonogram-166-table.xml.hg.graph,-1,576,576,TO,2,36088703,0
primalgraphs_Nonogram-167-table.xml.hg.graph,-1,576,576,TO,2,35278917,0
primalgraphs_Nonogram-168-table.xml.hg.graph,-1,400,400,TO,2,55933851,0
primalgraphs_Nonogram-169-table.xml.hg.graph,-1,576,576,TO,2,36069011,0
primalgraphs_Nonogram-170-table.xml.hg.graph,-1,1024,1024,TO,2,20296936,0
primalgraphs_Nonogram-171-table.xml.hg.graph,-1,256,256,TO,2,90982458,0
primalgraphs_Nonogram-172-table.xml.hg.graph,-1,400,400,TO,2,56104710,0
primalgraphs_Nonogram-173-table.xml.hg.graph,-1,576,576,TO,2,36635589,0
primalgraphs_Nonogram-175-table.xml.hg.graph,-1,576,576,TO,2,36531168,0
primalgraphs_Nonogram-176-table.xml.hg.graph,-1,256,256,TO,2,92674719,0
primalgraphs_Nonogram-177-table.xml.hg.graph,-1,1024,1024,TO,2,20236647,0
primalgraphs_Nonogram-178-table.xml.hg.graph,-1,768,768,TO,2,28001021,0
primalgraphs_Nonogram-179-table.xml.hg.graph,-1,576,576,TO,2,36388340,0
primalgraphs_Nonogram-180-table.xml.hg.graph,-1,1024,1024,TO,2,20234116,0
primalgraphs_Ontology-256-q1.hg.graph,1,4,0,0.01,1,0,0
primalgraphs_Ontology-256-q10.hg.graph,3,10,0,0.02,1,0,0
primalgraphs_Ontology-256-q11.hg.graph,4,16,0,0.03,1,0,0
primalgraphs_Ontology-256-q12.hg.graph,4,13,0,0.02,1,0,0
primalgraphs_Ontology-256-q13.hg.graph,4,19,0,0.02,1,0,0
primalgraphs_Ontology-256-q14.hg.graph,3,11,0,0.02,1,0,0
primalgraphs_Ontology-256-q15.hg.graph,4,12,0,0.02,1,0,0
primalgraphs_Ontology-256-q16.hg.graph,4,21,0,0.02,1,0,0
primalgraphs_Ontology-256-q17.hg.graph,4,24,0,0.02,1,0,0
primalgraphs_Ontology-256-q18.hg.graph,5,22,0,0.02,1,0,0
primalgraphs_Ontology-256-q19.hg.graph,3,17,0,0.03,1,0,0
primalgraphs_Ontology-256-q2.hg.graph,3,7,0,0.01,1,0,0
primalgraphs_Ontology-256-q20.hg.graph,5,19,0,0.02,1,0,0
primalgraphs_Ontology-256-q3.hg.graph,3,9,0,0.02,1,0,0
primalgraphs_Ontology-256-q4.hg.graph,2,6,0,0.01,1,0,0
primalgraphs_Ontology-256-q5.hg.graph,3,7,0,0.01,1,0,0
primalgraphs_Ontology-256-q6.hg.graph,5,13,0,0.02,1,0,0
primalgraphs_Ontology-256-q7.hg.graph,2,8,0,0.01,1,0,0
primalgraphs_Ontology-256-q8.hg.graph,5,11,0,0.02,1,0,0
primalgraphs_Ontology-256-q9.hg.graph,3,8,0,0.01,1,0,0
primalgraphs_Pi-20-10-20-30-00.xml.hg.graph,7,20,16,0.03,4,65,17
primalgraphs_Pi-20-10-20-30-01.xml.hg.graph,7,20,18,0.03,4,109,29
primalgraphs_Pi-20-10-20-30-02.xml.hg.graph,7,20,16,0.03,4,67,26
primalgraphs_Pi-20-10-20-30-03.xml.hg.graph,7,20,14,0.02,4,50,15
primalgraphs_Pi-20-10-20-30-04.xml.hg.graph,8,20,17,0.02,4,133,34
primalgraphs_Pi-20-10-20-30-05.xml.hg.graph,8,20,18,0.02,4,134,69
primalgraphs_Pi-20-10-20-30-06.xml.hg.graph,7,20,17,0.03,4,98,19
primalgraphs_Pi-20-10-20-30-07.xml.hg.graph,7,20,16,0.03,4,68,20
primalgraphs_Pi-20-10-20-30-08.xml.hg.graph,7,20,17,0.03,4,93,53
primalgraphs_Pi-20-10-20-30-09.xml.hg.graph,7,20,15,0.02,4,45,20
primalgraphs_Pi-20-10-20-30-10.xml.hg.graph,7,20,17,0.01,4,114,20
primalgraphs_Pi-20-10-20-30-11.xml.hg.graph,7,20,18,0.03,4,108,53
primalgraphs_Pi-20-10-20-30-12.xml.hg.graph,7,20,15,0.03,4,43,12
primalgraphs_Pi-20-10-20-30-13.xml.hg.graph,7,20,17,0.02,4,97,76
primalgraphs_Pi-20-10-20-30-14.xml.hg.graph,7,20,14,0.03,4,26,10
primalgraphs_Pi-20-10-20-30-15.xml.hg.graph,7,20,17,0.02,4,100,22
primalgraphs_Pi-20-10-20-30-16.xml.hg.graph,7,20,18,0.03,4,173,31
primalgraphs_Pi-20-10-20-30-17.xml.hg.graph,8,20,18,0.04,4,101,59
primalgraphs_Pi-20-10-20-30-18.xml.hg.graph,7,20,12,0.02,4,15,15
primalgraphs_Pi-20-10-20-30-19.xml.hg.graph,7,20,18,0.01,4,121,27
primalgraphs_Pi-20-10-20-30-20.xml.hg.graph,7,20,17,0.03,4,105,110
primalgraphs_Pi-20-10-20-30-21.xml.hg.graph,7,20,19,0.03,4,208,34
primalgraphs_Pi-20-10-20-30-22.xml.hg.graph,7,20,16,0.03,4,55,18
primalgraphs_Pi-20-10-20-30-23.xml.hg.graph,7,20,18,0.03,4,199,35
primalgraphs_Pi-20-10-20-30-24.xml.hg.graph,8,20,17,0.01,4,110,60
primalgraphs_Pi-20-10-20-30-25.xml.hg.graph,7,20,16,0.03,4,81,19
primalgraphs_Pi-20-10-20-30-26.xml.hg.graph,6,20,0,0.03,1,0,0
primalgraphs_Pi-20-10-20-30-27.xml.hg.graph,7,20,15,0.03,4,63,69
primalgraphs_Pi-20-10-20-30-28.xml.hg.graph,7,20,18,0.03,4,96,30
primalgraphs_Pi-20-10-20-30-29.xml.hg.graph,7,20,19,0.03,4,171,24
primalgraphs_Pi-20-10-20-30-30.xml.hg.graph,8,20,17,0.02,4,118,56
primalgraphs_Pi-20-10-20-30-31.xml.hg.graph,8,20,17,0.03,4,100,59
primalgraphs_Pi-20-10-20-30-32.xml.hg.graph,7,20,17,0.03,4,94,14
primalgraphs_Pi-20-10-20-30-33.xml.hg.graph,7,20,15,0.03,4,62,32
primalgraphs_Pi-20-10-20-30-34.xml.hg.graph,7,20,18,0.03,4,103,66
primalgraphs_Pi-20-10-20-30-35.xml.hg.graph,7,20,17,0.04,4,77,25
primalgraphs_Pi-20-10-20-30-36.xml.hg.graph,8,20,16,0.02,4,65,30
primalgraphs_Pi-20-10-20-30-37.xml.hg.graph,7,20,17,0.03,4,86,33
primalgraphs_Pi-20-10-20-30-38.xml.hg.graph,7,20,17,0.01,4,77,24
primalgraphs_Pi-20-10-20-30-39.xml.hg.graph,7,20,18,0.02,4,88,33
primalgraphs_Pi-20-10-20-30-40.xml.hg.graph,7,20,18,0.03,4,111,41
primalgraphs_Pi-20-10-20-30-41.xml.hg.graph,7,20,13,0.03,4,29,12
primalgraphs_Pi-20-10-20-30-42.xml.hg.graph,8,20,17,0.03,4,108,34
primalgraphs_Pi-20-10-20-30-43.xml.hg.graph,6,20,14,0.03,4,31,23
primalgraphs_Pi-20-10-20-30-44.xml.hg.graph,8,20,19,0.03,4,171,57
primalgraphs_Pi-20-10-20-30-45.xml.hg.graph,7,20,14,0.03,4,44,13
primalgraphs_Pi-20-10-20-30-46.xml.hg.graph,7,20,17,0.01,4,95,22
primalgraphs_Pi-20-10-20-30-47.xml.hg.graph,7,20,18,0.01,4,134,52
primalgraphs_Pi-20-10-20-30-48.xml.hg.graph,7,20,15,0.02,4,40,17
primalgraphs_Pi-20-10-20-30-49.xml.hg.graph,8,20,14,0.01,4,49,43
primalgraphs_Pi-20-10-20-30-50.xml.hg.graph,7,20,19,0.03,4,183,52
primalgraphs_Pi-20-10-20-30-51.xml.hg.graph,7,20,16,0.04,4,58,27
primalgraphs_Pi-20-10-20-30-52.xml.hg.graph,8,20,16,0.03,4,79,46
primalgraphs_Pi-20-10-20-30-53.xml.hg.graph,8,20,18,0.03,4,191,75
primalgraphs_Pi-20-10-20-30-54.xml.hg.graph,8,20,17,0.03,4,110,30
primalgraphs_Pi-20-10-20-30-55.xml.hg.graph,8,20,18,0.03,4,136,70
primalgraphs_Pi-20-10-20-30-56.xml.hg.graph,7,20,17,0.03,4,96,53
primalgraphs_Pi-20-10-20-30-57.xml.hg.graph,6,20,14,0.01,4,23,7
primalgraphs_Pi-20-10-20-30-58.xml.hg.graph,6,20,16,0.02,4,69,9
primalgraphs_Pi-20-10-20-30-59.xml.hg.graph,8,20,17,0.02,4,126,61
primalgraphs_Pi-20-10-20-30-60.xml.hg.graph,6,20,16,0.01,4,54,8
primalgraphs_Pi-20-10-20-30-61.xml.hg.graph,7,20,17,0.03,4,105,67
primalgraphs_Pi-20-10-20-30-62.xml.hg.graph,8,20,19,0.03,4,228,64
primalgraphs_Pi-20-10-20-30-63.xml.hg.graph,7,20,15,0.03,4,48,104
primalgraphs_Pi-20-10-20-30-64.xml.hg.graph,7,20,19,0.02,4,141,133
primalgraphs_Pi-20-10-20-30-65.xml.hg.graph,7,20,17,0.03,4,114,80
primalgraphs_Pi-20-10-20-30-66.xml.hg.graph,7,20,16,0.02,4,63,33
primalgraphs_Pi-20-10-20-30-67.xml.hg.graph,8,20,18,0.03,4,131,56
primalgraphs_Pi-20-10-20-30-68.xml.hg.graph,7,20,16,0.03,4,91,44
primalgraphs_Pi-20-10-20-30-69.xml.hg.graph,6,20,18,0.03,4,105,30
primalgraphs_Pi-20-10-20-30-70.xml.hg.graph,7,20,13,0.02,4,25,14
primalgraphs_Pi-20-10-20-30-71.xml.hg.graph,7,20,17,0.01,4,120,39
primalgraphs_Pi-20-10-20-30-72.xml.hg.graph,7,20,13,0.03,4,26,12
primalgraphs_Pi-20-10-20-30-73.xml.hg.graph,7,20,16,0.03,4,61,33
primalgraphs_Pi-20-10-20-30-74.xml.hg.graph,7,20,17,0.02,4,113,22
primalgraphs_Pi-20-10-20-30-75.xml.hg.graph,7,20,19,0.04,4,251,71
primalgraphs_Pi-20-10-20-30-76.xml.hg.graph,8,20,18,0.02,4,167,71
primalgraphs_Pi-20-10-20-30-77.xml.hg.graph,7,20,16,0.03,4,57,46
primalgraphs_Pi-20-10-20-30-78.xml.hg.graph,8,20,18,0.03,4,148,74
primalgraphs_Pi-20-10-20-30-79.xml.hg.graph,7,20,14,0.02,4,28,15
primalgraphs_Pi-20-10-20-30-80.xml.hg.graph,8,20,18,0.03,4,149,53
primalgraphs_Pi-20-10-20-30-81.xml.hg.graph,8,20,18,0.03,4,117,73
primalgraphs_Pi-20-10-20-30-82.xml.hg.graph,7,20,20,0.03,4,239,58
primalgraphs_Pi-20-10-20-30-83.xml.hg.graph,8,20,20,0.03,4,400,170
primalgraphs_Pi-20-10-20-30-84.xml.hg.graph,8,20,19,0.03,4,226,73
primalgraphs_Pi-20-10-20-30-85.xml.hg.graph,7,20,19,0.03,4,184,23
primalgraphs_Pi-20-10-20-30-86.xml.hg.graph,7,20,18,0.03,4,116,25
primalgraphs_Pi-20-10-20-30-87.xml.hg.graph,7,20,16,0.02,4,58,66
primalgraphs_Pi-20-10-20-30-88.xml.hg.graph,8,20,18,0.03,4,146,44
primalgraphs_Pi-20-10-20-30-89.xml.hg.graph,8,20,19,0.04,4,235,213
primalgraphs_Pi-20-10-20-30-90.xml.hg.graph,7,20,18,0.03,4,137,96
primalgraphs_Pi-20-10-20-30-91.xml.hg.graph,7,20,16,0.01,4,69,19
primalgraphs_Pi-20-10-20-30-92.xml.hg.graph,7,20,15,0.02,4,40,20
primalgraphs_Pi-20-10-20-30-93.xml.hg.graph,6,20,13,0.03,4,24,2
primalgraphs_Pi-20-10-20-30-94.xml.hg.graph,8,20,20,0.02,4,356,131
primalgraphs_Pi-20-10-20-30-95.xml.hg.graph,6,20,16,0.03,4,33,10
primalgraphs_Pi-20-10-20-30-96.xml.hg.graph,7,20,16,0.02,4,50,24
primalgraphs_Pi-20-10-20-30-97.xml.hg.graph,7,20,17,0.02,4,87,28
primalgraphs_Pi-20-10-20-30-98.xml.hg.graph,7,20,17,0.02,4,128,19
primalgraphs_Pi-20-10-20-30-99.xml.hg.graph,7,20,19,0.03,4,191,50
primalgraphs_Pi-20-10-20-40-00.xml.hg.graph,7,20,17,0.03,4,104,32
primalgraphs_Pi-20-10-20-40-01.xml.hg.graph,7,20,19,0.03,4,165,129
primalgraphs_Pi-20-10-20-40-02.xml.hg.graph,6,20,16,0.03,4,51,12
primalgraphs_Pi-20-10-20-40-03.xml.hg.graph,6,20,16,0.03,4,57,10
primalgraphs_Pi-20-10-20-40-04.xml.hg.graph,7,20,17,0.03,4,86,60
primalgraphs_Pi-20-10-20-40-05.xml.hg.graph,7,20,14,0.03,4,42,12
primalgraphs_Pi-20-10-20-40-06.xml.hg.graph,7,20,17,0.03,4,80,21
primalgraphs_Pi-20-10-20-40-07.xml.hg.graph,7,20,18,0.02,4,136,25
primalgraphs_Pi-20-10-20-40-08.xml.hg.graph,6,20,16,0.02,4,50,7
primalgraphs_Pi-20-10-20-40-09.xml.hg.graph,9,20,19,0.04,4,276,119
primalgraphs_Pi-20-10-20-40-10.xml.hg.graph,7,20,15,0.03,4,41,17
primalgraphs_Pi-20-10-20-40-11.xml.hg.graph,7,20,19,0.03,4,206,39
primalgraphs_Pi-20-10-20-40-12.xml.hg.graph,8,20,18,0.03,4,157,45
primalgraphs_Pi-20-10-20-40-13.xml.hg.graph,7,20,16,0.02,4,67,18
primalgraphs_Pi-20-10-20-40-14.xml.hg.graph,7,20,16,0.02,4,58,20
primalgraphs_Pi-20-10-20-40-15.xml.hg.graph,6,20,14,0.02,4,26,10
primalgraphs_Pi-20-10-20-40-16.xml.hg.graph,7,20,16,0.01,4,82,22
primalgraphs_Pi-20-10-20-40-17.xml.hg.graph,7,20,17,0.03,4,91,61
primalgraphs_Pi-20-10-20-40-18.xml.hg.graph,7,20,18,0.03,4,114,50
primalgraphs_Pi-20-10-20-40-19.xml.hg.graph,6,20,13,0.01,4,21,10
primalgraphs_Pi-20-10-20-40-20.xml.hg.graph,6,20,0,0.02,1,0,0
primalgraphs_Pi-20-10-20-40-21.xml.hg.graph,7,20,14,0.03,4,42,8
primalgraphs_Pi-20-10-20-40-22.xml.hg.graph,8,20,18,0.03,4,112,76
primalgraphs_Pi-20-10-20-40-23.xml.hg.graph,8,20,16,0.02,4,89,69
primalgraphs_Pi-20-10-20-40-24.xml.hg.graph,7,20,16,0.02,4,84,10
primalgraphs_Pi-20-10-20-40-25.xml.hg.graph,8,20,19,0.03,4,184,124
primalgraphs_Pi-20-10-20-40-26.xml.hg.graph,7,20,16,0.03,4,72,16
primalgraphs_Pi-20-10-20-40-27.xml.hg.graph,7,20,18,0.02,4,143,25
primalgraphs_Pi-20-10-20-40-28.xml.hg.graph,8,20,19,0.03,4,252,331
primalgraphs_Pi-20-10-20-40-29.xml.hg.graph,8,20,19,0.03,4,190,66
primalgraphs_Pi-20-10-20-40-30.xml.hg.graph,6,20,13,0.02,4,20,7
primalgraphs_Pi-20-10-20-40-31.xml.hg.graph,7,20,18,0.03,4,135,16
primalgraphs_Pi-20-10-20-40-32.xml.hg.graph,7,20,18,0.03,4,119,30
primalgraphs_Pi-20-10-20-40-33.xml.hg.graph,7,20,17,0.03,4,118,45
primalgraphs_Pi-20-10-20-40-34.xml.hg.graph,7,20,14,0.02,4,36,16
primalgraphs_Pi-20-10-20-40-35.xml.hg.graph,8,20,18,0.03,4,183,51
primalgraphs_Pi-20-10-20-40-36.xml.hg.graph,8,20,19,0.03,4,280,72
primalgraphs_Pi-20-10-20-40-37.xml.hg.graph,7,20,17,0.03,4,142,31
primalgraphs_Pi-20-10-20-40-38.xml.hg.graph,6,20,13,0.02,4,28,3
primalgraphs_Pi-20-10-20-40-39.xml.hg.graph,7,20,17,0.01,4,102,19
primalgraphs_Pi-20-10-20-40-40.xml.hg.graph,7,20,14,0.03,4,44,34
primalgraphs_Pi-20-10-20-40-41.xml.hg.graph,7,20,16,0.03,4,63,21
primalgraphs_Pi-20-10-20-40-42.xml.hg.graph,7,20,18,0.02,4,133,32
primalgraphs_Pi-20-10-20-40-43.xml.hg.graph,7,20,16,0.03,4,81,23
primalgraphs_Pi-20-10-20-40-44.xml.hg.graph,7,20,18,0.02,4,93,49
primalgraphs_Pi-20-10-20-40-45.xml.hg.graph,6,20,0,0.02,1,0,0
primalgraphs_Pi-20-10-20-40-46.xml.hg.graph,7,20,18,0.03,4,164,23
primalgraphs_Pi-20-10-20-40-47.xml.hg.graph,7,20,15,0.01,4,37,26
primalgraphs_Pi-20-10-20-40-48.xml.hg.graph,8,20,18,0.03,4,145,71
primalgraphs_Pi-20-10-20-40-49.xml.hg.graph,8,20,20,0.04,4,302,222
primalgraphs_Pi-20-10-20-40-50.xml.hg.graph,7,20,16,0.03,4,50,19
primalgraphs_Pi-20-10-20-40-51.xml.hg.graph,8,20,20,0.04,4,330,81
primalgraphs_Pi-20-10-20-40-52.xml.hg.graph,8,20,20,0.03,4,278,75
primalgraphs_Pi-20-10-20-40-53.xml.hg.graph,8,20,19,0.03,4,286,76
primalgraphs_Pi-20-10-20-40-54.xml.hg.graph,8,20,17,0.02,4,87,33
primalgraphs_Pi-20-10-20-40-55.xml.hg.graph,8,20,19,0.03,4,181,54
primalgraphs_Pi-20-10-20-40-56.xml.hg.graph,8,20,18,0.03,4,143,57
primalgraphs_Pi-20-10-20-40-57.xml.hg.graph,7,20,17,0.01,4,89,22
