instance,fhtw,n,kn,time,phase,minseps,pmcs
hypergraphs_rand-2-40-180-84-090-69.xml.hg,6.000,40,37,68.35,5,41095,454729
hypergraphs_rand-2-40-180-84-090-70.xml.hg,5.500,40,36,32.33,5,20247,208880
hypergraphs_rand-2-40-180-84-090-71.xml.hg,6.000,40,37,70.25,5,42581,479332
hypergraphs_rand-2-40-180-84-090-72.xml.hg,6.000,40,37,111.48,5,60769,712558
hypergraphs_rand-2-40-180-84-090-73.xml.hg,6.000,40,38,66.44,5,40700,434650
hypergraphs_rand-2-40-180-84-090-74.xml.hg,5.500,40,35,21.75,5,15011,149033
hypergraphs_rand-2-40-180-84-090-75.xml.hg,5.500,40,37,49.32,5,30229,325736
hypergraphs_rand-2-40-180-84-090-76.xml.hg,6.000,40,37,96.68,5,49983,603052
hypergraphs_rand-2-40-180-84-090-77.xml.hg,4.500,40,37,20.24,5,12453,138080
hypergraphs_rand-2-40-180-84-090-78.xml.hg,6.000,40,36,103.11,5,55352,624085
hypergraphs_rand-2-40-180-84-090-79.xml.hg,6.000,40,37,86.02,5,48197,540557
hypergraphs_rand-2-40-180-84-090-80.xml.hg,5.000,40,38,58.11,5,33371,386259
hypergraphs_rand-2-40-180-84-090-81.xml.hg,5.000,40,36,27.63,5,18695,184441
hypergraphs_rand-2-40-180-84-090-82.xml.hg,5.500,40,34,16.87,5,11814,113578
hypergraphs_rand-2-40-180-84-090-83.xml.hg,6.000,40,37,63.07,5,37844,413303
hypergraphs_rand-2-40-180-84-090-84.xml.hg,6.000,40,36,33.69,5,21432,228984
hypergraphs_rand-2-40-180-84-090-85.xml.hg,5.000,40,34,20.69,5,14202,136973
hypergraphs_rand-2-40-180-84-090-86.xml.hg,6.000,40,37,59.88,5,35251,394844
hypergraphs_rand-2-40-180-84-090-87.xml.hg,6.000,40,35,51.55,5,32020,350538
hypergraphs_rand-2-40-180-84-090-88.xml.hg,5.500,40,37,25.8,5,16817,173419
hypergraphs_rand-2-40-180-84-090-89.xml.hg,6.000,40,37,44.11,5,28582,289623
hypergraphs_rand-2-40-180-84-090-90.xml.hg,6.000,40,38,53.65,5,32871,350950
hypergraphs_rand-2-40-180-84-090-91.xml.hg,6.000,40,38,92.44,5,55190,625355
hypergraphs_rand-2-40-180-84-090-92.xml.hg,5.500,40,35,33.83,5,20525,217414
hypergraphs_rand-2-40-180-84-090-93.xml.hg,5.000,40,35,22.08,5,15131,150399
hypergraphs_rand-2-40-180-84-090-94.xml.hg,5.000,40,35,23.23,5,15911,156280
hypergraphs_rand-2-40-180-84-090-95.xml.hg,5.000,40,36,12.01,5,8500,79762
hypergraphs_rand-2-40-180-84-090-96.xml.hg,7.000,40,38,194.7,5,100940,1231061
hypergraphs_rand-2-40-180-84-090-97.xml.hg,5.000,40,35,35.13,5,21267,223472
hypergraphs_rand-2-40-180-84-090-98.xml.hg,5.000,40,33,14.0,5,9030,84385
hypergraphs_rand-2-40-180-84-090-99.xml.hg,5.500,40,32,12.67,5,8986,80434
hypergraphs_rand-25-10-21-85-07.xml.hg,4.500,25,25,0.73,5,713,4434
hypergraphs_rand-25-10-21-85-08.xml.hg,5.000,25,25,1.65,5,1609,10782
hypergraphs_rand-25-10-21-85-09.xml.hg,5.000,24,23,0.51,5,557,2886
hypergraphs_rand-25-10-21-85-10.xml.hg,5.000,25,25,0.68,5,728,4028
hypergraphs_rand-25-10-21-85-11.xml.hg,4.500,25,24,0.37,5,408,2088
hypergraphs_rand-25-10-21-85-12.xml.hg,5.000,25,24,0.63,5,592,3360
hypergraphs_rand-25-10-21-85-13.xml.hg,4.500,25,24,0.8,5,780,4699
hypergraphs_rand-25-10-21-85-14.xml.hg,4.500,25,23,0.48,5,497,2711
hypergraphs_rand-25-10-21-85-15.xml.hg,4.500,25,24,0.82,5,848,5080
hypergraphs_rand-25-10-21-85-16.xml.hg,4.500,25,22,0.41,5,413,2174
hypergraphs_rand-25-10-21-85-17.xml.hg,5.000,25,24,0.68,5,678,3774
hypergraphs_rand-25-10-21-85-18.xml.hg,5.000,25,25,0.8,5,846,4866
hypergraphs_rand-25-10-21-85-19.xml.hg,4.500,25,25,0.83,5,823,4898
hypergraphs_rand-25-10-21-85-20.xml.hg,5.000,25,25,1.17,5,1132,7632
hypergraphs_rand-25-10-21-85-21.xml.hg,5.000,25,23,0.75,5,776,4486
hypergraphs_rand-25-10-21-85-22.xml.hg,5.000,25,25,1.16,5,1066,7101
hypergraphs_rand-25-10-21-85-23.xml.hg,5.000,25,23,0.3,5,299,1363
hypergraphs_rand-25-10-21-85-24.xml.hg,5.000,25,24,0.98,5,984,6179
hypergraphs_rand-25-10-21-85-25.xml.hg,5.000,25,25,0.87,5,876,5220
hypergraphs_rand-25-10-21-85-26.xml.hg,5.000,25,24,0.67,5,684,4046
hypergraphs_rand-25-10-21-85-27.xml.hg,5.000,25,24,0.96,5,894,5636
hypergraphs_rand-25-10-21-85-28.xml.hg,4.500,25,25,0.48,5,503,2750
hypergraphs_rand-25-10-21-85-29.xml.hg,4.000,25,24,0.47,5,478,2557
hypergraphs_rand-25-10-21-85-30.xml.hg,4.500,25,25,0.44,5,462,2493
hypergraphs_rand-25-10-21-85-31.xml.hg,4.000,25,23,0.27,5,267,1233
hypergraphs_rand-25-10-21-85-32.xml.hg,4.500,25,23,0.57,5,577,3154
hypergraphs_rand-25-10-21-85-33.xml.hg,5.000,25,25,0.82,5,796,4855
hypergraphs_rand-25-10-21-85-34.xml.hg,5.000,25,25,0.66,5,679,3930
hypergraphs_rand-25-10-21-85-35.xml.hg,5.000,25,25,0.73,5,739,4444
hypergraphs_rand-25-10-21-85-36.xml.hg,5.000,25,24,0.62,5,647,3600
hypergraphs_rand-25-10-21-85-37.xml.hg,4.500,25,25,0.77,5,796,4728
hypergraphs_rand-25-10-21-85-38.xml.hg,5.000,25,24,0.75,5,789,4688
hypergraphs_rand-25-10-21-85-39.xml.hg,5.000,25,25,0.82,5,824,4941
hypergraphs_rand-25-10-21-85-40.xml.hg,4.500,25,23,0.27,5,290,1320
hypergraphs_rand-25-10-21-85-41.xml.hg,4.500,24,23,0.42,5,428,2235
hypergraphs_rand-25-10-21-85-42.xml.hg,4.500,25,25,1.19,5,1168,7543
hypergraphs_rand-25-10-21-85-43.xml.hg,5.000,25,25,2.15,5,1906,13737
hypergraphs_rand-25-10-21-85-44.xml.hg,4.500,25,25,1.02,5,930,6620
hypergraphs_rand-25-10-21-85-45.xml.hg,5.000,25,24,0.82,5,782,4882
hypergraphs_rand-25-10-21-85-46.xml.hg,5.000,25,23,0.39,5,395,2045
hypergraphs_rand-25-10-21-85-47.xml.hg,4.500,25,25,0.94,5,919,6003
hypergraphs_rand-25-10-21-85-48.xml.hg,5.000,25,23,0.55,5,568,3067
hypergraphs_rand-25-10-21-85-49.xml.hg,4.500,25,25,0.67,5,715,3960
hypergraphs_rand-25-10-21-85-50.xml.hg,5.000,25,25,1.63,5,1554,10089
hypergraphs_rand-25-10-25-87-01.xml.hg,5.500,25,24,0.62,5,618,3188
hypergraphs_rand-25-10-25-87-02.xml.hg,5.500,25,25,1.09,5,1052,6150
hypergraphs_rand-25-10-25-87-03.xml.hg,5.500,25,25,0.3,5,290,1307
hypergraphs_rand-25-10-25-87-04.xml.hg,5.500,25,25,1.39,5,1296,7969
hypergraphs_rand-25-10-25-87-05.xml.hg,5.500,25,24,0.86,5,865,4744
hypergraphs_rand-25-10-25-87-06.xml.hg,5.500,25,24,0.52,5,476,2502
hypergraphs_rand-25-10-25-87-07.xml.hg,5.500,25,24,1.23,5,1151,6924
hypergraphs_rand-25-10-25-87-08.xml.hg,5.000,25,25,0.7,5,672,3716
hypergraphs_rand-25-10-25-87-09.xml.hg,5.500,25,25,0.8,5,769,4223
hypergraphs_rand-25-10-25-87-10.xml.hg,5.500,25,25,1.36,5,1241,7582
hypergraphs_rand-25-10-25-87-11.xml.hg,4.500,25,24,0.4,5,400,1889
hypergraphs_rand-25-10-25-87-12.xml.hg,5.000,25,25,0.5700000000000001,5,573,2976
hypergraphs_rand-25-10-25-87-13.xml.hg,5.500,25,25,0.87,5,796,4485
hypergraphs_rand-25-10-25-87-14.xml.hg,5.000,25,25,0.43,5,406,2129
hypergraphs_rand-25-10-25-87-15.xml.hg,5.500,25,25,0.82,5,806,4514
hypergraphs_rand-25-10-25-87-16.xml.hg,5.000,25,25,0.78,5,748,4229
hypergraphs_rand-25-10-25-87-17.xml.hg,5.000,25,25,0.49,5,486,2496
hypergraphs_rand-25-10-25-87-18.xml.hg,5.000,25,25,0.58,5,567,3018
hypergraphs_rand-25-10-25-87-19.xml.hg,5.000,25,24,0.45,5,436,2258
hypergraphs_rand-25-10-25-87-20.xml.hg,5.000,25,24,0.47,5,449,2307
hypergraphs_rand-25-10-25-87-21.xml.hg,5.500,25,25,0.93,5,928,5305
hypergraphs_rand-25-10-25-87-22.xml.hg,5.000,25,25,0.8,5,776,4328
hypergraphs_rand-25-10-25-87-23.xml.hg,5.000,25,25,0.31,5,299,1393
hypergraphs_rand-25-10-25-87-24.xml.hg,5.000,25,25,0.67,5,665,3831
hypergraphs_rand-25-10-25-87-25.xml.hg,5.000,25,24,0.35,5,338,1588
hypergraphs_rand-25-10-25-87-26.xml.hg,5.000,25,24,0.52,5,511,2571
hypergraphs_rand-25-10-25-87-27.xml.hg,5.500,25,25,1.11,5,1079,6313
hypergraphs_rand-25-10-25-87-28.xml.hg,5.500,25,24,0.81,5,792,4430
hypergraphs_rand-25-10-25-87-29.xml.hg,5.500,25,25,0.84,5,803,4461
hypergraphs_rand-25-10-25-87-30.xml.hg,5.500,25,25,1.12,5,1036,6143
hypergraphs_rand-25-10-25-87-31.xml.hg,5.500,25,24,0.9,5,892,4992
hypergraphs_rand-25-10-25-87-32.xml.hg,5.000,25,25,0.92,5,846,5021
hypergraphs_rand-25-10-25-87-33.xml.hg,5.500,25,25,0.84,5,796,4481
hypergraphs_rand-25-10-25-87-34.xml.hg,6.000,25,25,0.9,5,889,5085
hypergraphs_rand-25-10-25-87-35.xml.hg,5.500,25,24,0.71,5,676,3769
hypergraphs_rand-25-10-25-87-36.xml.hg,5.500,25,25,1.08,5,1032,6015
hypergraphs_rand-25-10-25-87-37.xml.hg,5.000,25,25,0.43,5,419,2169
hypergraphs_rand-25-10-25-87-38.xml.hg,5.500,25,25,0.74,5,710,4151
hypergraphs_rand-25-10-25-87-39.xml.hg,5.500,25,25,0.83,5,838,4569
hypergraphs_rand-25-10-25-87-40.xml.hg,5.000,25,25,0.86,5,829,4720
hypergraphs_rand-25-10-25-87-41.xml.hg,5.000,25,24,0.38,5,388,1793
hypergraphs_rand-25-10-25-87-42.xml.hg,5.500,25,25,0.93,5,868,4919
hypergraphs_rand-25-10-25-87-43.xml.hg,5.500,25,25,0.72,5,690,3795
hypergraphs_rand-25-10-25-87-44.xml.hg,5.500,25,24,0.81,5,783,4324
hypergraphs_rand-25-10-25-87-45.xml.hg,5.500,25,24,0.57,5,587,3002
hypergraphs_rand-25-10-25-87-46.xml.hg,5.000,25,22,0.31,5,278,1338
hypergraphs_rand-25-10-25-87-47.xml.hg,5.500,25,25,1.12,5,1079,6424
hypergraphs_rand-25-10-25-87-48.xml.hg,5.500,25,25,0.89,5,868,4984
hypergraphs_rand-25-10-25-87-49.xml.hg,5.000,25,23,0.49,5,473,2335
hypergraphs_rand-25-10-25-87-50.xml.hg,5.500,25,25,0.88,5,830,4645
hypergraphs_rand-3-20-20-60-632-01.xml.hg,4.833,20,20,0.12,5,45,116
hypergraphs_rand-3-20-20-60-632-02.xml.hg,4.667,20,20,0.12,5,73,211
hypergraphs_rand-3-20-20-60-632-03.xml.hg,4.667,20,20,0.11,5,66,194
hypergraphs_rand-3-20-20-60-632-04.xml.hg,4.667,20,20,0.11,5,57,167
hypergraphs_rand-3-20-20-60-632-05.xml.hg,4.667,20,20,0.11,5,66,188
hypergraphs_rand-3-20-20-60-632-06.xml.hg,4.500,20,19,0.09,5,42,117
hypergraphs_rand-3-20-20-60-632-07.xml.hg,4.333,20,20,0.11,5,66,191
hypergraphs_rand-3-20-20-60-632-08.xml.hg,4.667,20,20,0.15,5,85,263
hypergraphs_rand-3-20-20-60-632-09.xml.hg,4.667,20,20,0.15,5,98,296
hypergraphs_rand-3-20-20-60-632-10.xml.hg,4.364,20,20,0.11,5,47,119
hypergraphs_rand-3-20-20-60-632-11.xml.hg,4.800,20,20,0.1,5,40,98
hypergraphs_rand-3-20-20-60-632-12.xml.hg,4.714,20,20,0.1,5,61,167
hypergraphs_rand-3-20-20-60-632-13.xml.hg,4.750,20,20,0.12,5,61,178
hypergraphs_rand-3-20-20-60-632-14.xml.hg,4.667,20,20,0.14,5,78,238
hypergraphs_rand-3-20-20-60-632-15.xml.hg,4.393,20,20,0.09,5,48,121
hypergraphs_rand-3-20-20-60-632-16.xml.hg,5.000,20,20,0.08,5,46,122
hypergraphs_rand-3-20-20-60-632-17.xml.hg,4.429,20,20,0.12,5,58,160
hypergraphs_rand-3-20-20-60-632-18.xml.hg,4.333,20,20,0.08,5,39,97
hypergraphs_rand-3-20-20-60-632-19.xml.hg,4.750,20,20,0.11,5,63,185
hypergraphs_rand-3-20-20-60-632-20.xml.hg,4.417,20,20,0.1,5,61,174
hypergraphs_rand-3-20-20-60-632-21.xml.hg,4.600,20,20,0.11,5,66,194
hypergraphs_rand-3-20-20-60-632-22.xml.hg,4.286,20,19,0.08,5,34,78
hypergraphs_rand-3-20-20-60-632-23.xml.hg,4.667,20,20,0.12,5,64,185
hypergraphs_rand-3-20-20-60-632-24.xml.hg,4.667,20,20,0.11,5,52,146
hypergraphs_rand-3-20-20-60-632-25.xml.hg,4.500,20,20,0.11,5,65,191
hypergraphs_rand-3-20-20-60-632-26.xml.hg,4.667,20,20,0.16,5,111,380
hypergraphs_rand-3-20-20-60-632-27.xml.hg,4.500,20,20,0.12,5,61,165
hypergraphs_rand-3-20-20-60-632-28.xml.hg,4.333,20,20,0.1,5,48,133
hypergraphs_rand-3-20-20-60-632-29.xml.hg,5.000,20,20,0.14,5,73,221
hypergraphs_rand-3-20-20-60-632-30.xml.hg,4.667,20,20,0.12,5,66,187
hypergraphs_rand-3-20-20-60-632-31.xml.hg,4.833,20,20,0.12,5,61,166
hypergraphs_rand-3-20-20-60-632-32.xml.hg,4.333,20,20,0.11,5,58,165
hypergraphs_rand-3-20-20-60-632-33.xml.hg,5.000,20,20,0.11,5,60,169
hypergraphs_rand-3-20-20-60-632-34.xml.hg,4.667,20,20,0.12,5,75,220
hypergraphs_rand-3-20-20-60-632-35.xml.hg,4.348,20,20,0.14,5,93,303
hypergraphs_rand-3-20-20-60-632-36.xml.hg,4.833,20,20,0.11,5,63,176
hypergraphs_rand-3-20-20-60-632-37.xml.hg,5.000,20,20,0.1,5,51,139
hypergraphs_rand-3-20-20-60-632-38.xml.hg,4.667,20,20,0.11,5,70,203
hypergraphs_rand-3-20-20-60-632-39.xml.hg,4.444,20,20,0.12,5,55,148
hypergraphs_rand-3-20-20-60-632-40.xml.hg,4.000,20,19,0.11,5,50,139
hypergraphs_rand-3-20-20-60-632-41.xml.hg,4.667,20,20,0.09,5,39,98
hypergraphs_rand-3-20-20-60-632-42.xml.hg,4.667,20,20,0.14,5,78,233
hypergraphs_rand-3-20-20-60-632-43.xml.hg,4.250,20,20,0.1,5,54,156
hypergraphs_rand-3-20-20-60-632-44.xml.hg,4.333,20,20,0.08,5,45,115
hypergraphs_rand-3-20-20-60-632-45.xml.hg,4.333,20,20,0.09,5,48,125
hypergraphs_rand-3-20-20-60-632-46.xml.hg,4.333,20,20,0.09,5,50,138
hypergraphs_rand-3-20-20-60-632-47.xml.hg,4.600,20,20,0.15,5,88,284
hypergraphs_rand-3-20-20-60-632-48.xml.hg,4.667,20,20,0.11,5,68,197
hypergraphs_rand-3-20-20-60-632-49.xml.hg,4.423,20,20,0.15,5,59,161
hypergraphs_rand-3-20-20-60-632-50.xml.hg,4.700,20,20,0.13,5,68,203
hypergraphs_rand-3-20-20-60-632f-01.xml.hg,4.833,20,20,0.09,5,45,116
hypergraphs_rand-3-20-20-60-632f-02.xml.hg,4.667,20,20,0.12,5,73,211
hypergraphs_rand-3-20-20-60-632f-03.xml.hg,4.667,20,20,0.11,5,66,194
hypergraphs_rand-3-20-20-60-632f-04.xml.hg,4.667,20,20,0.1,5,57,167
hypergraphs_rand-3-20-20-60-632f-05.xml.hg,4.667,20,20,0.11,5,66,188
hypergraphs_rand-3-20-20-60-632f-06.xml.hg,4.500,20,19,0.09,5,42,117
hypergraphs_rand-3-20-20-60-632f-07.xml.hg,4.333,20,20,0.11,5,66,191
hypergraphs_rand-3-20-20-60-632f-08.xml.hg,4.667,20,20,0.13,5,85,263
hypergraphs_rand-3-20-20-60-632f-09.xml.hg,4.667,20,20,0.14,5,98,296
hypergraphs_rand-3-20-20-60-632f-10.xml.hg,4.364,20,20,0.08,5,47,119
hypergraphs_rand-3-20-20-60-632f-11.xml.hg,4.800,20,20,0.08,5,40,98
hypergraphs_rand-3-20-20-60-632f-12.xml.hg,4.714,20,20,0.1,5,61,167
hypergraphs_rand-3-20-20-60-632f-13.xml.hg,4.750,20,20,0.11,5,61,178
hypergraphs_rand-3-20-20-60-632f-14.xml.hg,4.667,20,20,0.13,5,78,238
hypergraphs_rand-3-20-20-60-632f-15.xml.hg,4.393,20,20,0.08,5,48,121
hypergraphs_rand-3-20-20-60-632f-16.xml.hg,5.000,20,20,0.09,5,46,122
hypergraphs_rand-3-20-20-60-632f-17.xml.hg,4.429,20,20,0.1,5,58,160
hypergraphs_rand-3-20-20-60-632f-18.xml.hg,4.333,20,20,0.08,5,39,97
hypergraphs_rand-3-20-20-60-632f-19.xml.hg,4.750,20,20,0.11,5,63,185
hypergraphs_rand-3-20-20-60-632f-20.xml.hg,4.417,20,20,0.1,5,61,174
hypergraphs_rand-3-20-20-60-632f-21.xml.hg,4.600,20,20,0.11,5,66,194
hypergraphs_rand-3-20-20-60-632f-22.xml.hg,4.286,20,19,0.08,5,34,78
hypergraphs_rand-3-20-20-60-632f-23.xml.hg,4.667,20,20,0.11,5,64,185
hypergraphs_rand-3-20-20-60-632f-24.xml.hg,4.667,20,20,0.1,5,52,146
hypergraphs_rand-3-20-20-60-632f-25.xml.hg,4.500,20,20,0.12,5,65,191
hypergraphs_rand-3-20-20-60-632f-26.xml.hg,4.667,20,20,0.16,5,111,380
hypergraphs_rand-3-20-20-60-632f-27.xml.hg,4.500,20,20,0.09,5,61,165
hypergraphs_rand-3-20-20-60-632f-28.xml.hg,4.333,20,20,0.09,5,48,133
hypergraphs_rand-3-20-20-60-632f-29.xml.hg,5.000,20,20,0.12,5,73,221
hypergraphs_rand-3-20-20-60-632f-30.xml.hg,4.667,20,20,0.11,5,66,187
hypergraphs_rand-3-20-20-60-632f-31.xml.hg,4.833,20,20,0.1,5,61,166
hypergraphs_rand-3-20-20-60-632f-32.xml.hg,4.333,20,20,0.1,5,58,165
hypergraphs_rand-3-20-20-60-632f-33.xml.hg,5.000,20,20,0.09,5,60,169
hypergraphs_rand-3-20-20-60-632f-34.xml.hg,4.667,20,20,0.12,5,75,220
hypergraphs_rand-3-20-20-60-632f-35.xml.hg,4.348,20,20,0.14,5,93,303
hypergraphs_rand-3-20-20-60-632f-36.xml.hg,4.833,20,20,0.1,5,63,176
hypergraphs_rand-3-20-20-60-632f-37.xml.hg,5.000,20,20,0.09,5,51,139
hypergraphs_rand-3-20-20-60-632f-38.xml.hg,4.667,20,20,0.12,5,70,203
hypergraphs_rand-3-20-20-60-632f-39.xml.hg,4.444,20,20,0.08,5,55,148
hypergraphs_rand-3-20-20-60-632f-40.xml.hg,4.000,20,19,0.1,5,50,139
hypergraphs_rand-3-20-20-60-632f-41.xml.hg,4.667,20,20,0.08,5,39,98
hypergraphs_rand-3-20-20-60-632f-42.xml.hg,4.667,20,20,0.13,5,78,233
hypergraphs_rand-3-20-20-60-632f-43.xml.hg,4.250,20,20,0.1,5,54,156
hypergraphs_rand-3-20-20-60-632f-44.xml.hg,4.333,20,20,0.08,5,45,115
hypergraphs_rand-3-20-20-60-632f-45.xml.hg,4.333,20,20,0.09,5,48,125
hypergraphs_rand-3-20-20-60-632f-46.xml.hg,4.333,20,20,0.09,5,50,138
hypergraphs_rand-3-20-20-60-632f-47.xml.hg,4.600,20,20,0.13,5,88,284
hypergraphs_rand-3-20-20-60-632f-48.xml.hg,4.667,20,20,0.11,5,68,197
hypergraphs_rand-3-20-20-60-632f-49.xml.hg,4.423,20,20,0.09,5,59,161
hypergraphs_rand-3-20-20-60-632f-50.xml.hg,4.700,20,20,0.12,5,68,203
hypergraphs_rand-3-24-24-76-632-01.xml.hg,5.667,24,24,0.26,5,182,638
hypergraphs_rand-3-24-24-76-632-02.xml.hg,5.333,24,24,0.16,5,98,302
hypergraphs_rand-3-24-24-76-632-03.xml.hg,5.333,24,24,0.22,5,138,480
hypergraphs_rand-3-24-24-76-632-04.xml.hg,4.889,24,24,0.17,5,122,392
hypergraphs_rand-3-24-24-76-632-05.xml.hg,5.667,24,24,0.22,5,151,511
hypergraphs_rand-3-24-24-76-632-06.xml.hg,5.500,24,24,0.28,5,187,684
hypergraphs_rand-3-24-24-76-632-07.xml.hg,5.333,24,24,0.22,5,146,491
hypergraphs_rand-3-24-24-76-632-08.xml.hg,5.333,24,24,0.22,5,143,483
hypergraphs_rand-3-24-24-76-632-09.xml.hg,5.381,24,24,0.34,5,245,974
hypergraphs_rand-3-24-24-76-632-10.xml.hg,5.667,24,24,0.17,5,102,334
hypergraphs_rand-3-24-24-76-632-11.xml.hg,5.333,24,24,0.21,5,130,415
hypergraphs_rand-3-24-24-76-632-12.xml.hg,5.667,24,24,0.28,5,191,698
hypergraphs_rand-3-24-24-76-632-13.xml.hg,4.714,24,24,0.21,5,128,441
hypergraphs_rand-3-24-24-76-632-14.xml.hg,5.214,24,24,0.21,5,134,449
hypergraphs_rand-3-24-24-76-632-15.xml.hg,5.333,24,24,0.22,5,142,485
hypergraphs_rand-3-24-24-76-632-16.xml.hg,5.143,24,24,0.18,5,120,378
hypergraphs_rand-3-24-24-76-632-17.xml.hg,5.688,24,24,0.22,5,138,451
hypergraphs_rand-3-24-24-76-632-18.xml.hg,5.333,24,24,0.25,5,168,612
hypergraphs_rand-3-24-24-76-632-19.xml.hg,5.333,24,23,0.19,5,117,393
hypergraphs_rand-3-24-24-76-632-20.xml.hg,5.667,24,24,0.27,5,188,686
hypergraphs_rand-3-24-24-76-632-21.xml.hg,5.000,24,24,0.22,5,146,490
hypergraphs_rand-3-24-24-76-632-22.xml.hg,5.667,24,24,0.29,5,191,667
hypergraphs_rand-3-24-24-76-632-23.xml.hg,5.429,24,24,0.25,5,165,557
hypergraphs_rand-3-24-24-76-632-24.xml.hg,5.729,24,24,0.31,5,203,756
hypergraphs_rand-3-24-24-76-632-25.xml.hg,5.455,24,24,0.26,5,150,509
hypergraphs_rand-3-24-24-76-632-26.xml.hg,5.600,24,24,0.22,5,151,515
hypergraphs_rand-3-24-24-76-632-27.xml.hg,5.667,24,24,0.29,5,189,715
hypergraphs_rand-3-24-24-76-632-28.xml.hg,5.000,24,24,0.17,5,108,339
hypergraphs_rand-3-24-24-76-632-29.xml.hg,5.333,24,24,0.18000000000000002,5,117,365
hypergraphs_rand-3-24-24-76-632-30.xml.hg,5.333,24,24,0.26,5,180,627
hypergraphs_rand-3-24-24-76-632-31.xml.hg,5.077,24,24,0.23,5,163,556
hypergraphs_rand-3-24-24-76-632-32.xml.hg,5.000,24,24,0.17,5,93,290
hypergraphs_rand-3-24-24-76-632-33.xml.hg,5.376,24,24,0.24,5,149,509
hypergraphs_rand-3-24-24-76-632-34.xml.hg,5.333,24,24,0.2,5,141,464
hypergraphs_rand-3-24-24-76-632-35.xml.hg,5.667,24,24,0.19,5,124,413
hypergraphs_rand-3-24-24-76-632-36.xml.hg,5.333,24,24,0.19,5,110,354
hypergraphs_rand-3-24-24-76-632-37.xml.hg,5.333,24,23,0.16,5,87,252
hypergraphs_rand-3-24-24-76-632-38.xml.hg,5.455,24,24,0.29,5,198,740
hypergraphs_rand-3-24-24-76-632-39.xml.hg,5.500,24,24,0.23,5,142,482
hypergraphs_rand-3-24-24-76-632-40.xml.hg,5.400,24,24,0.22,5,138,460
hypergraphs_rand-3-24-24-76-632-41.xml.hg,5.667,24,24,0.21,5,128,418
hypergraphs_rand-3-24-24-76-632-42.xml.hg,5.435,24,24,0.25,5,170,601
hypergraphs_rand-3-24-24-76-632-43.xml.hg,5.333,24,24,0.25,5,177,630
hypergraphs_rand-3-24-24-76-632-44.xml.hg,5.400,24,24,0.25,5,163,587
hypergraphs_rand-3-24-24-76-632-45.xml.hg,5.667,24,24,0.22,5,132,445
hypergraphs_rand-3-24-24-76-632-46.xml.hg,5.333,24,24,0.19,5,103,324
hypergraphs_rand-3-24-24-76-632-47.xml.hg,5.722,24,24,0.21,5,128,435
hypergraphs_rand-3-24-24-76-632-48.xml.hg,5.667,24,24,0.27,5,178,623
hypergraphs_rand-3-24-24-76-632-49.xml.hg,5.333,24,24,0.26,5,180,659
hypergraphs_rand-3-24-24-76-632-50.xml.hg,5.667,24,24,0.21,5,139,462
hypergraphs_rand-3-24-24-76-632f-01.xml.hg,5.667,24,24,0.26,5,182,638
hypergraphs_rand-3-24-24-76-632f-02.xml.hg,5.333,24,24,0.16,5,98,302
hypergraphs_rand-3-24-24-76-632f-03.xml.hg,5.333,24,24,0.21,5,138,480
hypergraphs_rand-3-24-24-76-632f-04.xml.hg,4.889,24,24,0.18000000000000002,5,122,392
hypergraphs_rand-3-24-24-76-632f-05.xml.hg,5.667,24,24,0.22,5,151,511
hypergraphs_rand-3-24-24-76-632f-06.xml.hg,5.500,24,24,0.27,5,187,684
hypergraphs_rand-3-24-24-76-632f-07.xml.hg,5.333,24,24,0.21,5,146,491
hypergraphs_rand-3-24-24-76-632f-08.xml.hg,5.333,24,24,0.21000000000000002,5,143,483
hypergraphs_rand-3-24-24-76-632f-09.xml.hg,5.381,24,24,0.33,5,245,974
hypergraphs_rand-3-24-24-76-632f-10.xml.hg,5.667,24,24,0.17,5,102,334
hypergraphs_rand-3-24-24-76-632f-11.xml.hg,5.333,24,24,0.2,5,130,415
hypergraphs_rand-3-24-24-76-632f-12.xml.hg,5.667,24,24,0.28,5,191,698
hypergraphs_rand-3-24-24-76-632f-13.xml.hg,4.714,24,24,0.19,5,128,441
hypergraphs_rand-3-24-24-76-632f-14.xml.hg,5.214,24,24,0.19,5,134,449
hypergraphs_rand-3-24-24-76-632f-15.xml.hg,5.333,24,24,0.21000000000000002,5,142,485
hypergraphs_rand-3-24-24-76-632f-16.xml.hg,5.143,24,24,0.18,5,120,378
hypergraphs_rand-3-24-24-76-632f-17.xml.hg,5.688,24,24,0.21,5,138,451
hypergraphs_rand-3-24-24-76-632f-18.xml.hg,5.333,24,24,0.24000000000000002,5,168,612
hypergraphs_rand-3-24-24-76-632f-19.xml.hg,5.333,24,23,0.2,5,117,393
hypergraphs_rand-3-24-24-76-632f-20.xml.hg,5.667,24,24,0.28,5,188,686
hypergraphs_rand-3-24-24-76-632f-21.xml.hg,5.000,24,24,0.21,5,146,490
hypergraphs_rand-3-24-24-76-632f-22.xml.hg,5.667,24,24,0.27,5,191,667
hypergraphs_rand-3-24-24-76-632f-23.xml.hg,5.429,24,24,0.23,5,165,557
hypergraphs_rand-3-24-24-76-632f-24.xml.hg,5.729,24,24,0.29000000000000004,5,203,756
hypergraphs_rand-3-24-24-76-632f-25.xml.hg,5.455,24,24,0.22,5,150,509
hypergraphs_rand-3-24-24-76-632f-26.xml.hg,5.600,24,24,0.22,5,151,515
