instance,tw,triang_fhtw,frasmt_fhtw
hypergraphs_Nonogram-062-table.xml.hg,-1,TO,TO
hypergraphs_Nonogram-063-table.xml.hg,-1,TO,TO
hypergraphs_Nonogram-064-table.xml.hg,-1,TO,TO
hypergraphs_Nonogram-066-table.xml.hg,-1,TO,TO
hypergraphs_Nonogram-067-table.xml.hg,-1,TO,TO
hypergraphs_Nonogram-068-table.xml.hg,-1,TO,TO
hypergraphs_Nonogram-070-table.xml.hg,-1,TO,TO
hypergraphs_Nonogram-072-table.xml.hg,-1,TO,TO
hypergraphs_Nonogram-073-table.xml.hg,-1,TO,TO
hypergraphs_Nonogram-074-table.xml.hg,-1,TO,TO
hypergraphs_Nonogram-075-table.xml.hg,-1,TO,TO
hypergraphs_Nonogram-076-table.xml.hg,-1,TO,TO
hypergraphs_Nonogram-077-table.xml.hg,-1,TO,TO
hypergraphs_Nonogram-078-table.xml.hg,-1,TO,TO
hypergraphs_Nonogram-080-table.xml.hg,-1,TO,TO
hypergraphs_Nonogram-081-table.xml.hg,-1,TO,TO
hypergraphs_Nonogram-082-table.xml.hg,-1,TO,TO
hypergraphs_Nonogram-083-table.xml.hg,-1,TO,TO
hypergraphs_Nonogram-084-table.xml.hg,-1,TO,TO
hypergraphs_Nonogram-085-table.xml.hg,-1,TO,TO
hypergraphs_Nonogram-087-table.xml.hg,-1,TO,TO
hypergraphs_Nonogram-089-table.xml.hg,-1,TO,TO
hypergraphs_Nonogram-091-table.xml.hg,-1,TO,TO
hypergraphs_Nonogram-092-table.xml.hg,-1,TO,TO
hypergraphs_Nonogram-093-table.xml.hg,-1,TO,TO
hypergraphs_Nonogram-094-table.xml.hg,-1,TO,TO
hypergraphs_Nonogram-096-table.xml.hg,-1,TO,TO
hypergraphs_Nonogram-097-table.xml.hg,-1,TO,TO
hypergraphs_Nonogram-098-table.xml.hg,-1,TO,TO
hypergraphs_Nonogram-099-table.xml.hg,-1,TO,TO
hypergraphs_Nonogram-100-table.xml.hg,-1,TO,TO
hypergraphs_Nonogram-101-table.xml.hg,-1,TO,TO
hypergraphs_Nonogram-102-table.xml.hg,-1,TO,TO
hypergraphs_Nonogram-104-table.xml.hg,-1,TO,TO
hypergraphs_Nonogram-105-table.xml.hg,-1,TO,TO
hypergraphs_Nonogram-106-table.xml.hg,-1,TO,TO
hypergraphs_Nonogram-107-table.xml.hg,-1,TO,TO
hypergraphs_Nonogram-108-table.xml.hg,-1,TO,TO
hypergraphs_Nonogram-109-table.xml.hg,-1,TO,TO
hypergraphs_Nonogram-110-table.xml.hg,-1,TO,TO
hypergraphs_Nonogram-111-table.xml.hg,-1,TO,TO
hypergraphs_Nonogram-113-table.xml.hg,-1,TO,TO
hypergraphs_Nonogram-114-table.xml.hg,-1,TO,TO
hypergraphs_Nonogram-115-table.xml.hg,-1,TO,TO
hypergraphs_Nonogram-116-table.xml.hg,-1,TO,TO
hypergraphs_Nonogram-117-table.xml.hg,-1,TO,TO
hypergraphs_Nonogram-118-table.xml.hg,-1,TO,TO
hypergraphs_Nonogram-119-table.xml.hg,-1,TO,TO
hypergraphs_Nonogram-120-table.xml.hg,-1,TO,TO
hypergraphs_Nonogram-121-table.xml.hg,-1,TO,TO
hypergraphs_Nonogram-123-table.xml.hg,-1,TO,TO
hypergraphs_Nonogram-124-table.xml.hg,-1,TO,TO
hypergraphs_Nonogram-125-table.xml.hg,-1,TO,TO
hypergraphs_Nonogram-126-table.xml.hg,-1,TO,TO
hypergraphs_Nonogram-127-table.xml.hg,-1,TO,TO
hypergraphs_Nonogram-128-table.xml.hg,-1,TO,TO
hypergraphs_Nonogram-129-table.xml.hg,-1,TO,TO
hypergraphs_Nonogram-131-table.xml.hg,-1,TO,TO
hypergraphs_Nonogram-132-table.xml.hg,-1,TO,TO
hypergraphs_Nonogram-133-table.xml.hg,-1,TO,TO
hypergraphs_Nonogram-134-table.xml.hg,-1,TO,TO
hypergraphs_Nonogram-135-table.xml.hg,-1,TO,TO
hypergraphs_Nonogram-136-table.xml.hg,-1,TO,TO
hypergraphs_Nonogram-137-table.xml.hg,-1,TO,TO
hypergraphs_Nonogram-138-table.xml.hg,-1,TO,TO
hypergraphs_Nonogram-140-table.xml.hg,-1,TO,TO
hypergraphs_Nonogram-141-table.xml.hg,-1,TO,TO
hypergraphs_Nonogram-142-table.xml.hg,-1,TO,TO
hypergraphs_Nonogram-144-table.xml.hg,-1,TO,TO
hypergraphs_Nonogram-145-table.xml.hg,-1,TO,TO
hypergraphs_Nonogram-146-table.xml.hg,-1,TO,TO
hypergraphs_Nonogram-147-table.xml.hg,-1,TO,TO
hypergraphs_Nonogram-148-table.xml.hg,-1,TO,TO
hypergraphs_Nonogram-149-table.xml.hg,-1,TO,TO
hypergraphs_Nonogram-150-table.xml.hg,-1,TO,TO
hypergraphs_Nonogram-151-table.xml.hg,-1,TO,TO
hypergraphs_Nonogram-152-table.xml.hg,-1,TO,TO
hypergraphs_Nonogram-153-table.xml.hg,-1,TO,TO
hypergraphs_Nonogram-155-table.xml.hg,-1,TO,TO
hypergraphs_Nonogram-156-table.xml.hg,-1,TO,TO
hypergraphs_Nonogram-157-table.xml.hg,-1,TO,TO
hypergraphs_Nonogram-158-table.xml.hg,-1,TO,TO
hypergraphs_Nonogram-159-table.xml.hg,-1,TO,TO
hypergraphs_Nonogram-160-table.xml.hg,-1,TO,TO
hypergraphs_Nonogram-161-table.xml.hg,-1,TO,TO
hypergraphs_Nonogram-162-table.xml.hg,-1,TO,TO
hypergraphs_Nonogram-163-table.xml.hg,-1,TO,TO
hypergraphs_Nonogram-164-table.xml.hg,-1,TO,TO
hypergraphs_Nonogram-165-table.xml.hg,-1,TO,TO
hypergraphs_Nonogram-166-table.xml.hg,-1,TO,TO
hypergraphs_Nonogram-167-table.xml.hg,-1,TO,TO
hypergraphs_Nonogram-168-table.xml.hg,-1,TO,TO
hypergraphs_Nonogram-169-table.xml.hg,-1,TO,TO
hypergraphs_Nonogram-170-table.xml.hg,-1,TO,TO
hypergraphs_Nonogram-171-table.xml.hg,-1,TO,TO
hypergraphs_Nonogram-172-table.xml.hg,-1,TO,TO
hypergraphs_Nonogram-173-table.xml.hg,-1,TO,TO
hypergraphs_Nonogram-175-table.xml.hg,-1,TO,TO
hypergraphs_Nonogram-176-table.xml.hg,-1,TO,TO
hypergraphs_Nonogram-177-table.xml.hg,-1,TO,TO
hypergraphs_Nonogram-178-table.xml.hg,-1,TO,TO
hypergraphs_Nonogram-179-table.xml.hg,-1,TO,TO
hypergraphs_Nonogram-180-table.xml.hg,-1,TO,TO
hypergraphs_Ontology-256-q10.hg,1.000,0.02,3.71
hypergraphs_Ontology-256-q11.hg,1.000,0.03,3.76
hypergraphs_Ontology-256-q12.hg,1.000,0.03,3.68
hypergraphs_Ontology-256-q13.hg,1.000,0.03,0.75
hypergraphs_Ontology-256-q14.hg,1.000,0.03,3.59
hypergraphs_Ontology-256-q15.hg,1.000,0.03,3.59
hypergraphs_Ontology-256-q16.hg,1.000,0.02,0.89
hypergraphs_Ontology-256-q17.hg,1.000,0.03,0.8
hypergraphs_Ontology-256-q18.hg,1.000,0.02,0.81
hypergraphs_Ontology-256-q19.hg,1.000,0.03,0.75
hypergraphs_Ontology-256-q1.hg,1.000,0.02,3.49
hypergraphs_Ontology-256-q20.hg,1.000,0.03,3.71
hypergraphs_Ontology-256-q2.hg,1.000,0.02,0.81
hypergraphs_Ontology-256-q3.hg,1.000,0.02,3.42
hypergraphs_Ontology-256-q4.hg,1.000,0.02,0.67
hypergraphs_Ontology-256-q5.hg,1.000,0.02,1.17
hypergraphs_Ontology-256-q6.hg,1.000,0.03,0.7
hypergraphs_Ontology-256-q7.hg,1.000,0.03,0.68
hypergraphs_Ontology-256-q8.hg,1.000,0.03,0.68
hypergraphs_Ontology-256-q9.hg,1.000,0.02,0.7
hypergraphs_par8-1-c.hg,5.500,TO,1916.62
hypergraphs_par8-2-c.hg,5.000,TO,2405.05
hypergraphs_par8-3-c.hg,-1,TO,TO
hypergraphs_par8-4-c.hg,-1,TO,TO
hypergraphs_par8-5-c.hg,-1,TO,TO
hypergraphs_Pi-20-10-20-30-00.xml.hg,4.000,0.17,23.71
hypergraphs_Pi-20-10-20-30-01.xml.hg,4.000,0.17,23.19
hypergraphs_Pi-20-10-20-30-02.xml.hg,4.000,0.15,18.12
hypergraphs_Pi-20-10-20-30-03.xml.hg,4.000,0.15,20.34
hypergraphs_Pi-20-10-20-30-04.xml.hg,4.500,0.24,23.52
hypergraphs_Pi-20-10-20-30-05.xml.hg,4.500,0.2,22.78
hypergraphs_Pi-20-10-20-30-06.xml.hg,4.000,0.18,23.42
hypergraphs_Pi-20-10-20-30-07.xml.hg,4.000,0.16,20.56
hypergraphs_Pi-20-10-20-30-08.xml.hg,4.500,0.18,21.26
hypergraphs_Pi-20-10-20-30-09.xml.hg,4.000,0.15,23.46
hypergraphs_Pi-20-10-20-30-10.xml.hg,4.000,0.22,20.57
hypergraphs_Pi-20-10-20-30-11.xml.hg,4.000,0.16,17.93
hypergraphs_Pi-20-10-20-30-12.xml.hg,4.000,0.18,24.2
hypergraphs_Pi-20-10-20-30-13.xml.hg,4.500,0.18,23.77
hypergraphs_Pi-20-10-20-30-14.xml.hg,4.000,0.12,20.56
hypergraphs_Pi-20-10-20-30-15.xml.hg,4.000,0.21,23.09
hypergraphs_Pi-20-10-20-30-16.xml.hg,4.500,0.22,24.61
hypergraphs_Pi-20-10-20-30-17.xml.hg,4.500,0.19,21.05
hypergraphs_Pi-20-10-20-30-18.xml.hg,4.000,0.1,23.45
hypergraphs_Pi-20-10-20-30-19.xml.hg,4.000,0.16,23.36
hypergraphs_Pi-20-10-20-30-20.xml.hg,4.000,0.18,23.45
hypergraphs_Pi-20-10-20-30-21.xml.hg,4.000,0.25,23.47
hypergraphs_Pi-20-10-20-30-22.xml.hg,4.000,0.16,20.26
hypergraphs_Pi-20-10-20-30-23.xml.hg,4.000,0.24,22.61
hypergraphs_Pi-20-10-20-30-24.xml.hg,4.500,0.19,21.22
hypergraphs_Pi-20-10-20-30-25.xml.hg,4.000,0.21,21.03
hypergraphs_Pi-20-10-20-30-26.xml.hg,3.500,0.13,22.81
hypergraphs_Pi-20-10-20-30-27.xml.hg,4.000,0.15,22.84
hypergraphs_Pi-20-10-20-30-28.xml.hg,4.000,0.17,24.08
hypergraphs_Pi-20-10-20-30-29.xml.hg,4.000,0.21000000000000002,23.19
hypergraphs_Pi-20-10-20-30-30.xml.hg,4.500,0.2,23.72
hypergraphs_Pi-20-10-20-30-31.xml.hg,4.500,0.18000000000000002,22.01
hypergraphs_Pi-20-10-20-30-32.xml.hg,4.000,0.17,22.44
hypergraphs_Pi-20-10-20-30-33.xml.hg,4.000,0.13,22.28
hypergraphs_Pi-20-10-20-30-34.xml.hg,4.500,0.19,20.83
hypergraphs_Pi-20-10-20-30-35.xml.hg,4.500,0.19,23.24
hypergraphs_Pi-20-10-20-30-36.xml.hg,4.500,0.2,22.88
hypergraphs_Pi-20-10-20-30-37.xml.hg,4.000,0.16,23.62
hypergraphs_Pi-20-10-20-30-38.xml.hg,4.000,0.22,22.54
hypergraphs_Pi-20-10-20-30-39.xml.hg,4.000,0.15,22.87
hypergraphs_Pi-20-10-20-30-40.xml.hg,4.000,0.16,20.69
hypergraphs_Pi-20-10-20-30-41.xml.hg,4.000,0.15,22.24
hypergraphs_Pi-20-10-20-30-42.xml.hg,5.000,0.23,24.23
hypergraphs_Pi-20-10-20-30-43.xml.hg,3.500,0.1,23.46
hypergraphs_Pi-20-10-20-30-44.xml.hg,4.500,0.18,21.04
hypergraphs_Pi-20-10-20-30-45.xml.hg,4.000,0.15,23.12
hypergraphs_Pi-20-10-20-30-46.xml.hg,4.500,0.17,19.36
hypergraphs_Pi-20-10-20-30-47.xml.hg,4.500,0.22,21.18
hypergraphs_Pi-20-10-20-30-48.xml.hg,4.000,0.13,23.18
hypergraphs_Pi-20-10-20-30-49.xml.hg,4.500,0.26,25.62
hypergraphs_Pi-20-10-20-30-50.xml.hg,4.000,0.2,20.72
hypergraphs_Pi-20-10-20-30-51.xml.hg,4.000,0.17,22.95
hypergraphs_Pi-20-10-20-30-52.xml.hg,4.500,0.21,24.31
hypergraphs_Pi-20-10-20-30-53.xml.hg,4.500,0.31,24.74
hypergraphs_Pi-20-10-20-30-54.xml.hg,4.500,0.18,23.61
hypergraphs_Pi-20-10-20-30-55.xml.hg,4.500,0.22,22.96
hypergraphs_Pi-20-10-20-30-56.xml.hg,4.500,0.17,20.89
hypergraphs_Pi-20-10-20-30-57.xml.hg,3.500,0.13,20.63
hypergraphs_Pi-20-10-20-30-58.xml.hg,4.000,0.16,24.12
hypergraphs_Pi-20-10-20-30-59.xml.hg,4.500,0.33,22.62
hypergraphs_Pi-20-10-20-30-60.xml.hg,3.500,0.14,20.36
hypergraphs_Pi-20-10-20-30-61.xml.hg,4.000,0.18000000000000002,20.6
hypergraphs_Pi-20-10-20-30-62.xml.hg,5.000,0.32,24.09
hypergraphs_Pi-20-10-20-30-63.xml.hg,4.000,0.12,22.97
hypergraphs_Pi-20-10-20-30-64.xml.hg,4.000,0.17,22.76
hypergraphs_Pi-20-10-20-30-65.xml.hg,4.000,0.2,22.14
hypergraphs_Pi-20-10-20-30-66.xml.hg,4.000,0.15,20.28
hypergraphs_Pi-20-10-20-30-67.xml.hg,4.500,0.21,21.88
hypergraphs_Pi-20-10-20-30-68.xml.hg,4.000,0.29,20.65
hypergraphs_Pi-20-10-20-30-69.xml.hg,4.000,0.21,23.24
hypergraphs_Pi-20-10-20-30-70.xml.hg,4.000,0.16,24.07
hypergraphs_Pi-20-10-20-30-71.xml.hg,4.500,0.24,20.86
hypergraphs_Pi-20-10-20-30-72.xml.hg,4.000,0.14,23.16
hypergraphs_Pi-20-10-20-30-73.xml.hg,4.000,0.15,23.4
hypergraphs_Pi-20-10-20-30-74.xml.hg,4.000,0.2,22.54
hypergraphs_Pi-20-10-20-30-75.xml.hg,4.500,0.32,24.12
hypergraphs_Pi-20-10-20-30-76.xml.hg,4.500,0.25,23.37
hypergraphs_Pi-20-10-20-30-77.xml.hg,4.000,0.14,20.67
hypergraphs_Pi-20-10-20-30-78.xml.hg,4.500,0.19,23.09
hypergraphs_Pi-20-10-20-30-79.xml.hg,4.000,0.19,23.03
hypergraphs_Pi-20-10-20-30-80.xml.hg,4.500,0.21,22.79
hypergraphs_Pi-20-10-20-30-81.xml.hg,4.500,0.14,23.63
hypergraphs_Pi-20-10-20-30-82.xml.hg,4.000,0.23,26.0
hypergraphs_Pi-20-10-20-30-83.xml.hg,5.000,0.38,23.34
hypergraphs_Pi-20-10-20-30-84.xml.hg,4.500,0.33,23.39
hypergraphs_Pi-20-10-20-30-85.xml.hg,4.500,0.2,24.61
hypergraphs_Pi-20-10-20-30-86.xml.hg,4.000,0.18,22.55
hypergraphs_Pi-20-10-20-30-87.xml.hg,4.000,0.12,17.93
hypergraphs_Pi-20-10-20-30-88.xml.hg,4.500,0.27,23.78
hypergraphs_Pi-20-10-20-30-89.xml.hg,5.000,0.28,23.59
hypergraphs_Pi-20-10-20-30-90.xml.hg,4.000,0.23,23.54
hypergraphs_Pi-20-10-20-30-91.xml.hg,4.500,0.15,24.05
hypergraphs_Pi-20-10-20-30-92.xml.hg,4.000,0.12,22.38
hypergraphs_Pi-20-10-20-30-93.xml.hg,4.000,0.11,20.0
hypergraphs_Pi-20-10-20-30-94.xml.hg,4.500,0.35,24.91
hypergraphs_Pi-20-10-20-30-95.xml.hg,3.500,0.11,22.65
hypergraphs_Pi-20-10-20-30-96.xml.hg,4.000,0.14,20.34
hypergraphs_Pi-20-10-20-30-97.xml.hg,4.000,0.19,24.11
hypergraphs_Pi-20-10-20-30-98.xml.hg,4.000,0.2,22.7
hypergraphs_Pi-20-10-20-30-99.xml.hg,4.000,0.24,22.92
hypergraphs_Pi-20-10-20-40-00.xml.hg,4.000,0.2,23.65
hypergraphs_Pi-20-10-20-40-01.xml.hg,4.000,0.2,23.24
hypergraphs_Pi-20-10-20-40-02.xml.hg,3.500,0.12,22.67
hypergraphs_Pi-20-10-20-40-03.xml.hg,4.000,0.15,22.44
hypergraphs_Pi-20-10-20-40-04.xml.hg,4.500,0.15,22.71
hypergraphs_Pi-20-10-20-40-05.xml.hg,4.000,0.18,23.09
hypergraphs_Pi-20-10-20-40-06.xml.hg,4.000,0.14,21.45
hypergraphs_Pi-20-10-20-40-07.xml.hg,4.000,0.2,21.4
hypergraphs_Pi-20-10-20-40-08.xml.hg,3.500,0.11,15.98
hypergraphs_Pi-20-10-20-40-09.xml.hg,5.000,0.32,20.69
hypergraphs_Pi-20-10-20-40-10.xml.hg,4.000,0.12,20.53
hypergraphs_Pi-20-10-20-40-11.xml.hg,4.000,0.22,21.78
hypergraphs_Pi-20-10-20-40-12.xml.hg,4.500,0.26,23.87
hypergraphs_Pi-20-10-20-40-13.xml.hg,4.000,0.2,23.94
hypergraphs_Pi-20-10-20-40-14.xml.hg,4.000,0.19,23.14
hypergraphs_Pi-20-10-20-40-15.xml.hg,3.500,0.09,22.48
hypergraphs_Pi-20-10-20-40-16.xml.hg,4.000,0.2,18.14
hypergraphs_Pi-20-10-20-40-17.xml.hg,4.000,0.2,23.37
hypergraphs_Pi-20-10-20-40-18.xml.hg,4.000,0.19,22.47
hypergraphs_Pi-20-10-20-40-19.xml.hg,3.500,0.11,23.28
hypergraphs_Pi-20-10-20-40-20.xml.hg,3.500,0.13,23.49
hypergraphs_Pi-20-10-20-40-21.xml.hg,4.000,0.17,22.24
hypergraphs_Pi-20-10-20-40-22.xml.hg,4.500,0.17,24.65
hypergraphs_Pi-20-10-20-40-23.xml.hg,4.500,0.15,19.97
hypergraphs_Pi-20-10-20-40-24.xml.hg,4.500,0.2,25.94
hypergraphs_Pi-20-10-20-40-25.xml.hg,4.500,0.21000000000000002,24.36
hypergraphs_Pi-20-10-20-40-26.xml.hg,4.000,0.15,19.96
hypergraphs_Pi-20-10-20-40-27.xml.hg,4.500,0.19,26.0
hypergraphs_Pi-20-10-20-40-28.xml.hg,4.500,0.31,25.18
hypergraphs_Pi-20-10-20-40-29.xml.hg,4.500,0.24,23.44
hypergraphs_Pi-20-10-20-40-30.xml.hg,3.500,0.11,22.71
hypergraphs_Pi-20-10-20-40-31.xml.hg,4.000,0.21,22.94
hypergraphs_Pi-20-10-20-40-32.xml.hg,4.000,0.17,22.92
hypergraphs_Pi-20-10-20-40-33.xml.hg,4.000,0.18,21.44
hypergraphs_Pi-20-10-20-40-34.xml.hg,4.500,0.22,21.32
hypergraphs_Pi-20-10-20-40-35.xml.hg,4.500,0.25,20.72
hypergraphs_Pi-20-10-20-40-36.xml.hg,4.500,0.27,23.86
hypergraphs_Pi-20-10-20-40-37.xml.hg,4.000,0.17,23.22
hypergraphs_Pi-20-10-20-40-38.xml.hg,3.500,0.13,20.25
hypergraphs_Pi-20-10-20-40-39.xml.hg,4.000,0.21,22.16
hypergraphs_Pi-20-10-20-40-40.xml.hg,4.000,0.16,23.25
hypergraphs_Pi-20-10-20-40-41.xml.hg,4.000,0.18,22.92
hypergraphs_Pi-20-10-20-40-42.xml.hg,4.000,0.16,23.51
hypergraphs_Pi-20-10-20-40-43.xml.hg,4.000,0.15,23.97
hypergraphs_Pi-20-10-20-40-44.xml.hg,4.000,0.15,22.62
hypergraphs_Pi-20-10-20-40-45.xml.hg,3.500,0.14,21.61
hypergraphs_Pi-20-10-20-40-46.xml.hg,4.000,0.24,21.85
hypergraphs_Pi-20-10-20-40-47.xml.hg,4.000,0.14,20.96
hypergraphs_Pi-20-10-20-40-48.xml.hg,4.500,0.23,21.42
hypergraphs_Pi-20-10-20-40-49.xml.hg,4.500,0.28,21.12
hypergraphs_Pi-20-10-20-40-50.xml.hg,4.000,0.15,20.6
hypergraphs_Pi-20-10-20-40-51.xml.hg,4.500,0.32,23.91
hypergraphs_Pi-20-10-20-40-52.xml.hg,4.500,0.24000000000000002,22.52
hypergraphs_Pi-20-10-20-40-53.xml.hg,4.500,0.31,22.85
hypergraphs_Pi-20-10-20-40-54.xml.hg,4.500,0.17,24.09
hypergraphs_Pi-20-10-20-40-55.xml.hg,5.000,0.23,24.81
hypergraphs_Pi-20-10-20-40-56.xml.hg,4.500,0.23,23.06
hypergraphs_Pi-20-10-20-40-57.xml.hg,4.000,0.16,19.93
hypergraphs_Pi-20-10-20-40-58.xml.hg,4.500,0.28,24.43
hypergraphs_Pi-20-10-20-40-59.xml.hg,4.000,0.13,19.86
hypergraphs_Pi-20-10-20-40-60.xml.hg,4.000,0.15,21.76
hypergraphs_Pi-20-10-20-40-61.xml.hg,4.000,0.13,20.62
hypergraphs_Pi-20-10-20-40-62.xml.hg,4.000,0.15,15.72
hypergraphs_Pi-20-10-20-40-63.xml.hg,4.000,0.26,23.97
hypergraphs_Pi-20-10-20-40-64.xml.hg,4.500,0.18,23.62
hypergraphs_Pi-20-10-20-40-65.xml.hg,4.000,0.17,18.49
hypergraphs_Pi-20-10-20-40-66.xml.hg,4.000,0.27,23.06
hypergraphs_Pi-20-10-20-40-67.xml.hg,4.000,0.14,22.85
hypergraphs_Pi-20-10-20-40-68.xml.hg,4.000,0.2,20.24
hypergraphs_Pi-20-10-20-40-69.xml.hg,4.500,0.16,23.77
hypergraphs_Pi-20-10-20-40-70.xml.hg,4.500,0.22,22.58
hypergraphs_Pi-20-10-20-40-71.xml.hg,4.000,0.32,22.47
hypergraphs_Pi-20-10-20-40-72.xml.hg,4.000,0.22,23.09
hypergraphs_Pi-20-10-20-40-73.xml.hg,4.500,0.23,24.15
hypergraphs_Pi-20-10-20-40-74.xml.hg,4.000,0.1,22.28
hypergraphs_Pi-20-10-20-40-75.xml.hg,4.500,0.27,23.17
hypergraphs_Pi-20-10-20-40-76.xml.hg,4.500,0.21000000000000002,23.78
hypergraphs_Pi-20-10-20-40-77.xml.hg,4.500,0.11,20.06
hypergraphs_Pi-20-10-20-40-78.xml.hg,4.000,0.17,23.71
hypergraphs_Pi-20-10-20-40-79.xml.hg,4.000,0.16,22.74
hypergraphs_Pi-20-10-20-40-80.xml.hg,4.500,0.33,22.76
hypergraphs_Pi-20-10-20-40-81.xml.hg,4.500,0.21,24.42
hypergraphs_Pi-20-10-20-40-82.xml.hg,4.000,0.16,21.35
hypergraphs_Pi-20-10-20-40-83.xml.hg,5.000,0.21000000000000002,23.24
hypergraphs_Pi-20-10-20-40-84.xml.hg,4.000,0.17,23.05
hypergraphs_Pi-20-10-20-40-85.xml.hg,3.500,0.15,22.79
hypergraphs_Pi-20-10-20-40-86.xml.hg,4.500,0.17,23.36
hypergraphs_Pi-20-10-20-40-87.xml.hg,4.500,0.25,24.12
hypergraphs_Pi-20-10-20-40-88.xml.hg,4.000,0.15,19.81
hypergraphs_Pi-20-10-20-40-89.xml.hg,4.000,0.16,21.99
hypergraphs_Pi-20-10-20-40-90.xml.hg,4.000,0.15,21.62
hypergraphs_Pi-20-10-20-40-91.xml.hg,4.000,0.15000000000000002,19.26
hypergraphs_Pi-20-10-20-40-92.xml.hg,4.000,0.19,17.67
hypergraphs_Pi-20-10-20-40-93.xml.hg,4.500,0.29,21.53
hypergraphs_Pi-20-10-20-40-94.xml.hg,4.000,0.18,23.22
hypergraphs_Pi-20-10-20-40-95.xml.hg,4.500,0.18,23.27
hypergraphs_Pi-20-10-20-40-96.xml.hg,4.000,0.14,23.27
hypergraphs_Pi-20-10-20-40-97.xml.hg,4.000,0.17,22.29
hypergraphs_Pi-20-10-20-40-98.xml.hg,4.000,0.15,22.19
hypergraphs_Pi-20-10-20-40-99.xml.hg,4.000,0.14,20.47
hypergraphs_Pi-40-10-07948-40-00.xml.hg,6.000,44.93,167.97
hypergraphs_Pi-40-10-07948-40-01.xml.hg,7.000,103.35,TO
hypergraphs_Pi-40-10-07948-40-02.xml.hg,6.000,237.43,289.77
hypergraphs_Pi-40-10-07948-40-03.xml.hg,6.500,194.14,743.01
hypergraphs_Pi-40-10-07948-40-04.xml.hg,5.000,11.42,134.55
hypergraphs_Pi-40-10-07948-40-05.xml.hg,6.000,48.05,212.75
hypergraphs_Pi-40-10-07948-40-06.xml.hg,6.000,30.25,142.81
hypergraphs_Pi-40-10-07948-40-07.xml.hg,6.500,162.92,2109.88
hypergraphs_Pi-40-10-07948-40-08.xml.hg,6.000,152.79,421.35
hypergraphs_Pi-40-10-07948-40-09.xml.hg,6.000,100.33,237.9
hypergraphs_Pi-40-10-07948-40-10.xml.hg,6.000,68.37,245.03
hypergraphs_Pi-40-10-07948-40-11.xml.hg,6.500,67.02,3004.68
hypergraphs_Pi-40-10-07948-40-12.xml.hg,6.500,372.93,TO
hypergraphs_Pi-40-10-07948-40-13.xml.hg,6.500,67.02,3247.98
hypergraphs_Pi-40-10-07948-40-14.xml.hg,7.000,182.37,802.83
hypergraphs_Pi-40-10-07948-40-15.xml.hg,6.000,63.12,201.97
hypergraphs_Pi-40-10-07948-40-16.xml.hg,6.500,220.29,TO
hypergraphs_Pi-40-10-07948-40-17.xml.hg,6.500,166.73,3440.49
hypergraphs_Pi-40-10-07948-40-18.xml.hg,7.000,367.61,TO
hypergraphs_Pi-40-10-07948-40-19.xml.hg,7.000,190.55,TO
hypergraphs_Pi-40-10-07948-40-20.xml.hg,6.000,135.61,207.97
hypergraphs_Pi-40-10-07948-40-21.xml.hg,7.000,101.10000000000001,1562.99
hypergraphs_Pi-40-10-07948-40-22.xml.hg,6.000,149.29,206.93
hypergraphs_Pi-40-10-07948-40-23.xml.hg,6.000,147.65,280.96
hypergraphs_Pi-40-10-07948-40-24.xml.hg,6.500,118.3,626.6
hypergraphs_Pi-40-10-07948-40-25.xml.hg,6.000,40.16,239.0
hypergraphs_Pi-40-10-07948-40-26.xml.hg,6.500,205.1,2540.06
hypergraphs_Pi-40-10-07948-40-27.xml.hg,6.500,43.3,2726.8
hypergraphs_Pi-40-10-07948-40-28.xml.hg,6.000,57.04,191.24
hypergraphs_Pi-40-10-07948-40-29.xml.hg,6.500,147.27,TO
hypergraphs_Pi-40-10-07948-40-30.xml.hg,6.000,30.17,184.54
hypergraphs_Pi-40-10-07948-40-31.xml.hg,6.500,292.07,TO
hypergraphs_Pi-40-10-07948-40-32.xml.hg,6.500,77.1,TO
hypergraphs_Pi-40-10-07948-40-33.xml.hg,6.000,86.14,183.81
hypergraphs_Pi-40-10-07948-40-34.xml.hg,6.500,120.73,TO
hypergraphs_Pi-40-10-07948-40-35.xml.hg,6.000,57.16,186.99
hypergraphs_Pi-40-10-07948-40-36.xml.hg,6.000,46.32,152.12
hypergraphs_Pi-40-10-07948-40-37.xml.hg,7.000,200.9,TO
hypergraphs_Pi-40-10-07948-40-38.xml.hg,7.000,438.17,3511.59
hypergraphs_Pi-40-10-07948-40-39.xml.hg,6.000,41.32,190.7
hypergraphs_Pi-40-10-07948-40-40.xml.hg,7.000,138.08,1657.13
hypergraphs_Pi-40-10-07948-40-41.xml.hg,6.000,118.97,199.16
hypergraphs_Pi-40-10-07948-40-42.xml.hg,6.000,115.63,237.82
hypergraphs_Pi-40-10-07948-40-43.xml.hg,6.500,47.19,696.24
hypergraphs_Pi-40-10-07948-40-44.xml.hg,6.500,96.12,TO
hypergraphs_Pi-40-10-07948-40-45.xml.hg,6.000,64.75,168.36
hypergraphs_Pi-40-10-07948-40-46.xml.hg,6.000,33.77,144.83
hypergraphs_Pi-40-10-07948-40-47.xml.hg,7.000,452.46,3010.95
hypergraphs_Pi-40-10-07948-40-48.xml.hg,7.000,198.59,TO
hypergraphs_Pi-40-10-07948-40-49.xml.hg,7.000,253.57,TO
hypergraphs_Pi-40-10-07948-40-50.xml.hg,6.500,155.94,TO
