instance,tw,info_ghtw_n,info_ghtw_kn,triang_ghtw,info_ghtw_phase,info_ghtw_minseps,info_ghtw_pmcs
hypergraphs_rand-2-40-180-84-090-87.xml.hg,6,40,35,11.12,5,32018,18243
hypergraphs_rand-2-40-180-84-090-88.xml.hg,6,40,37,11.81,5,16817,21610
hypergraphs_rand-2-40-180-84-090-89.xml.hg,6,40,37,45.85,5,28582,83847
hypergraphs_rand-2-40-180-84-090-90.xml.hg,6,40,38,47.15,5,32871,88219
hypergraphs_rand-2-40-180-84-090-91.xml.hg,6,40,38,10.45,5,55190,22506
hypergraphs_rand-2-40-180-84-090-92.xml.hg,6,40,35,8.82,5,20525,16836
hypergraphs_rand-2-40-180-84-090-93.xml.hg,6,40,35,1.91,5,15126,2467
hypergraphs_rand-2-40-180-84-090-94.xml.hg,5,40,35,8.03,5,15911,13632
hypergraphs_rand-2-40-180-84-090-95.xml.hg,5,40,36,3.02,5,8500,4019
hypergraphs_rand-2-40-180-84-090-96.xml.hg,7,40,38,62.58,5,100940,144399
hypergraphs_rand-2-40-180-84-090-97.xml.hg,5,40,35,8.79,5,21267,14355
hypergraphs_rand-2-40-180-84-090-98.xml.hg,5,40,33,2.37,5,9030,3543
hypergraphs_rand-2-40-180-84-090-99.xml.hg,6,40,32,1.58,5,8984,1804
hypergraphs_rand-25-10-21-85-07.xml.hg,5,25,25,1.27,5,713,1875
hypergraphs_rand-25-10-21-85-08.xml.hg,5,25,25,2.09,5,1609,2824
hypergraphs_rand-25-10-21-85-09.xml.hg,5,24,23,0.37,5,557,301
hypergraphs_rand-25-10-21-85-10.xml.hg,5,25,25,1.42,5,728,1850
hypergraphs_rand-25-10-21-85-11.xml.hg,5,25,24,0.46,5,408,526
hypergraphs_rand-25-10-21-85-12.xml.hg,5,25,24,1.8,5,592,2344
hypergraphs_rand-25-10-21-85-13.xml.hg,5,25,24,0.58,5,780,586
hypergraphs_rand-25-10-21-85-14.xml.hg,5,25,23,0.46,5,497,422
hypergraphs_rand-25-10-21-85-15.xml.hg,5,25,24,0.61,5,848,776
hypergraphs_rand-25-10-21-85-16.xml.hg,5,25,22,0.53,5,411,556
hypergraphs_rand-25-10-21-85-17.xml.hg,5,25,24,0.82,5,678,777
hypergraphs_rand-25-10-21-85-18.xml.hg,5,25,25,1.72,5,846,2124
hypergraphs_rand-25-10-21-85-19.xml.hg,5,25,25,0.52,5,823,711
hypergraphs_rand-25-10-21-85-20.xml.hg,5,25,25,0.68,5,1132,691
hypergraphs_rand-25-10-21-85-21.xml.hg,5,25,23,1.79,5,776,2541
hypergraphs_rand-25-10-21-85-22.xml.hg,5,25,25,2.36,5,1066,3331
hypergraphs_rand-25-10-21-85-23.xml.hg,5,25,23,0.46,5,299,457
hypergraphs_rand-25-10-21-85-24.xml.hg,5,25,24,1.8,5,984,1951
hypergraphs_rand-25-10-21-85-25.xml.hg,5,25,25,1.53,5,876,1676
hypergraphs_rand-25-10-21-85-26.xml.hg,5,25,24,0.4,5,684,397
hypergraphs_rand-25-10-21-85-27.xml.hg,5,25,24,1.35,5,894,1934
hypergraphs_rand-25-10-21-85-28.xml.hg,5,25,25,0.62,5,503,747
hypergraphs_rand-25-10-21-85-29.xml.hg,4,25,24,0.23,5,478,112
hypergraphs_rand-25-10-21-85-30.xml.hg,5,25,25,0.42,5,462,446
hypergraphs_rand-25-10-21-85-31.xml.hg,4,25,23,0.3,5,267,161
hypergraphs_rand-25-10-21-85-32.xml.hg,5,25,23,1.86,5,577,2579
hypergraphs_rand-25-10-21-85-33.xml.hg,5,25,25,0.82,5,796,1055
hypergraphs_rand-25-10-21-85-34.xml.hg,5,25,25,0.99,5,679,1101
hypergraphs_rand-25-10-21-85-35.xml.hg,5,25,25,1.32,5,739,1924
hypergraphs_rand-25-10-21-85-36.xml.hg,5,25,24,0.41,5,647,444
hypergraphs_rand-25-10-21-85-37.xml.hg,5,25,25,1.75,5,796,2242
hypergraphs_rand-25-10-21-85-38.xml.hg,5,25,24,1.5,5,789,2175
hypergraphs_rand-25-10-21-85-39.xml.hg,5,25,25,1.71,5,824,2323
hypergraphs_rand-25-10-21-85-40.xml.hg,5,25,23,0.37,5,290,260
hypergraphs_rand-25-10-21-85-41.xml.hg,5,24,23,1.3,5,428,1451
hypergraphs_rand-25-10-21-85-42.xml.hg,5,25,25,3.17,5,1168,4379
hypergraphs_rand-25-10-21-85-43.xml.hg,5,25,25,2.51,5,1906,3236
hypergraphs_rand-25-10-21-85-44.xml.hg,5,25,25,3.08,5,930,3842
hypergraphs_rand-25-10-21-85-45.xml.hg,5,25,24,2.77,5,782,4084
hypergraphs_rand-25-10-21-85-46.xml.hg,5,25,23,0.62,5,395,702
hypergraphs_rand-25-10-21-85-47.xml.hg,5,25,25,0.78,5,919,838
hypergraphs_rand-25-10-21-85-48.xml.hg,5,25,23,0.57,5,568,652
hypergraphs_rand-25-10-21-85-49.xml.hg,5,25,25,0.52,5,715,756
hypergraphs_rand-25-10-21-85-50.xml.hg,5,25,25,1.84,5,1554,2354
hypergraphs_rand-25-10-25-87-01.xml.hg,6,25,24,2.28,5,618,2058
hypergraphs_rand-25-10-25-87-02.xml.hg,6,25,25,2.67,5,1052,2697
hypergraphs_rand-25-10-25-87-03.xml.hg,6,25,25,0.85,5,290,769
hypergraphs_rand-25-10-25-87-04.xml.hg,6,25,25,3.67,5,1296,3594
hypergraphs_rand-25-10-25-87-05.xml.hg,6,25,24,2.69,5,865,2567
hypergraphs_rand-25-10-25-87-06.xml.hg,6,25,24,1.75,5,476,1611
hypergraphs_rand-25-10-25-87-07.xml.hg,6,25,24,4.1,5,1151,4302
hypergraphs_rand-25-10-25-87-08.xml.hg,5,25,25,2.27,5,672,2397
hypergraphs_rand-25-10-25-87-09.xml.hg,6,25,25,2.08,5,769,2119
hypergraphs_rand-25-10-25-87-10.xml.hg,6,25,25,4.13,5,1241,4292
hypergraphs_rand-25-10-25-87-11.xml.hg,5,25,24,0.61,5,400,524
hypergraphs_rand-25-10-25-87-12.xml.hg,5,25,25,1.04,5,573,1002
hypergraphs_rand-25-10-25-87-13.xml.hg,6,25,25,2.78,5,796,2657
hypergraphs_rand-25-10-25-87-14.xml.hg,5,25,25,0.6,5,406,496
hypergraphs_rand-25-10-25-87-15.xml.hg,6,25,25,2.18,5,806,2156
hypergraphs_rand-25-10-25-87-16.xml.hg,5,25,25,2.29,5,748,2618
hypergraphs_rand-25-10-25-87-17.xml.hg,5,25,25,1.27,5,486,988
hypergraphs_rand-25-10-25-87-18.xml.hg,5,25,25,2.29,5,567,2272
hypergraphs_rand-25-10-25-87-19.xml.hg,5,25,24,1.58,5,436,1713
hypergraphs_rand-25-10-25-87-20.xml.hg,5,25,24,0.54,5,449,446
hypergraphs_rand-25-10-25-87-21.xml.hg,6,25,25,2.03,5,928,2199
hypergraphs_rand-25-10-25-87-22.xml.hg,5,25,25,0.37,5,776,264
hypergraphs_rand-25-10-25-87-23.xml.hg,5,25,25,0.8,5,299,696
hypergraphs_rand-25-10-25-87-24.xml.hg,5,25,25,1.6,5,665,1972
hypergraphs_rand-25-10-25-87-25.xml.hg,5,25,24,0.92,5,338,921
hypergraphs_rand-25-10-25-87-26.xml.hg,5,25,24,0.79,5,511,673
hypergraphs_rand-25-10-25-87-27.xml.hg,6,25,25,1.61,5,1079,1493
hypergraphs_rand-25-10-25-87-28.xml.hg,6,25,24,2.43,5,792,2340
hypergraphs_rand-25-10-25-87-29.xml.hg,6,25,25,2.85,5,803,2870
hypergraphs_rand-25-10-25-87-30.xml.hg,6,25,25,3.21,5,1036,2645
hypergraphs_rand-25-10-25-87-31.xml.hg,6,25,24,3.81,5,892,3682
hypergraphs_rand-25-10-25-87-32.xml.hg,5,25,25,2.8200000000000003,5,846,2592
hypergraphs_rand-25-10-25-87-33.xml.hg,6,25,25,2.49,5,796,2408
hypergraphs_rand-25-10-25-87-34.xml.hg,6,25,25,1.11,5,889,941
hypergraphs_rand-25-10-25-87-35.xml.hg,6,25,24,2.43,5,676,2137
hypergraphs_rand-25-10-25-87-36.xml.hg,6,25,25,2.9,5,1032,2826
hypergraphs_rand-25-10-25-87-37.xml.hg,5,25,25,0.72,5,419,705
hypergraphs_rand-25-10-25-87-38.xml.hg,6,25,25,1.92,5,710,1979
hypergraphs_rand-25-10-25-87-39.xml.hg,6,25,25,1.86,5,838,2106
hypergraphs_rand-25-10-25-87-40.xml.hg,5,25,25,3.61,5,829,3675
hypergraphs_rand-25-10-25-87-41.xml.hg,5,25,24,1.28,5,388,1182
hypergraphs_rand-25-10-25-87-42.xml.hg,6,25,25,2.27,5,868,2270
hypergraphs_rand-25-10-25-87-43.xml.hg,6,25,25,2.94,5,690,2734
hypergraphs_rand-25-10-25-87-44.xml.hg,6,25,24,1.71,5,783,1577
hypergraphs_rand-25-10-25-87-45.xml.hg,6,25,24,1.6400000000000001,5,587,1833
hypergraphs_rand-25-10-25-87-46.xml.hg,5,25,22,0.69,5,278,560
hypergraphs_rand-25-10-25-87-47.xml.hg,6,25,25,3.24,5,1079,3682
hypergraphs_rand-25-10-25-87-48.xml.hg,6,25,25,4.56,5,868,4456
hypergraphs_rand-25-10-25-87-49.xml.hg,5,25,23,0.71,5,473,651
hypergraphs_rand-25-10-25-87-50.xml.hg,6,25,25,2.55,5,830,2548
hypergraphs_rand-3-20-20-60-632-01.xml.hg,5,20,20,0.25,5,45,116
hypergraphs_rand-3-20-20-60-632-02.xml.hg,5,20,20,0.29,5,73,211
hypergraphs_rand-3-20-20-60-632-03.xml.hg,5,20,20,0.36000000000000004,5,66,194
hypergraphs_rand-3-20-20-60-632-04.xml.hg,5,20,20,0.27,5,57,163
hypergraphs_rand-3-20-20-60-632-05.xml.hg,5,20,20,0.27,5,66,188
hypergraphs_rand-3-20-20-60-632-06.xml.hg,5,20,19,0.25,5,42,117
hypergraphs_rand-3-20-20-60-632-07.xml.hg,5,20,20,0.28,5,66,188
hypergraphs_rand-3-20-20-60-632-08.xml.hg,5,20,20,0.36,5,85,263
hypergraphs_rand-3-20-20-60-632-09.xml.hg,5,20,20,0.38,5,98,296
hypergraphs_rand-3-20-20-60-632-10.xml.hg,5,20,20,0.24,5,47,119
hypergraphs_rand-3-20-20-60-632-11.xml.hg,5,20,20,0.26,5,40,98
hypergraphs_rand-3-20-20-60-632-12.xml.hg,5,20,20,0.27,5,61,167
hypergraphs_rand-3-20-20-60-632-13.xml.hg,5,20,20,0.27,5,61,178
hypergraphs_rand-3-20-20-60-632-14.xml.hg,5,20,20,0.34,5,78,238
hypergraphs_rand-3-20-20-60-632-15.xml.hg,5,20,20,0.23,5,48,121
hypergraphs_rand-3-20-20-60-632-16.xml.hg,5,20,20,0.25,5,46,122
hypergraphs_rand-3-20-20-60-632-17.xml.hg,5,20,20,0.28,5,58,160
hypergraphs_rand-3-20-20-60-632-18.xml.hg,5,20,20,0.21,5,39,92
hypergraphs_rand-3-20-20-60-632-19.xml.hg,5,20,20,0.29,5,63,185
hypergraphs_rand-3-20-20-60-632-20.xml.hg,5,20,20,0.25,5,61,174
hypergraphs_rand-3-20-20-60-632-21.xml.hg,5,20,20,0.29,5,66,194
hypergraphs_rand-3-20-20-60-632-22.xml.hg,5,20,19,0.22,5,34,78
hypergraphs_rand-3-20-20-60-632-23.xml.hg,5,20,20,0.28,5,64,185
hypergraphs_rand-3-20-20-60-632-24.xml.hg,5,20,20,0.28,5,52,146
hypergraphs_rand-3-20-20-60-632-25.xml.hg,5,20,20,0.32,5,65,191
hypergraphs_rand-3-20-20-60-632-26.xml.hg,5,20,20,0.46,5,111,380
hypergraphs_rand-3-20-20-60-632-27.xml.hg,5,20,20,0.26,5,61,141
hypergraphs_rand-3-20-20-60-632-28.xml.hg,5,20,20,0.25,5,48,133
hypergraphs_rand-3-20-20-60-632-29.xml.hg,5,20,20,0.35,5,73,221
hypergraphs_rand-3-20-20-60-632-30.xml.hg,5,20,20,0.35,5,66,187
hypergraphs_rand-3-20-20-60-632-31.xml.hg,5,20,20,0.45,5,61,166
hypergraphs_rand-3-20-20-60-632-32.xml.hg,5,20,20,0.27,5,58,165
hypergraphs_rand-3-20-20-60-632-33.xml.hg,5,20,20,0.3,5,60,169
hypergraphs_rand-3-20-20-60-632-34.xml.hg,5,20,20,0.34,5,75,220
hypergraphs_rand-3-20-20-60-632-35.xml.hg,5,20,20,0.39,5,93,303
hypergraphs_rand-3-20-20-60-632-36.xml.hg,5,20,20,0.27,5,63,176
hypergraphs_rand-3-20-20-60-632-37.xml.hg,5,20,20,0.33,5,51,139
hypergraphs_rand-3-20-20-60-632-38.xml.hg,5,20,20,0.34,5,70,203
hypergraphs_rand-3-20-20-60-632-39.xml.hg,5,20,20,0.26,5,55,148
hypergraphs_rand-3-20-20-60-632-40.xml.hg,5,20,19,0.29,5,50,139
hypergraphs_rand-3-20-20-60-632-41.xml.hg,5,20,20,0.24,5,39,98
hypergraphs_rand-3-20-20-60-632-42.xml.hg,5,20,20,0.36,5,78,233
hypergraphs_rand-3-20-20-60-632-43.xml.hg,5,20,20,0.25,5,54,156
hypergraphs_rand-3-20-20-60-632-44.xml.hg,5,20,20,0.23,5,45,115
hypergraphs_rand-3-20-20-60-632-45.xml.hg,5,20,20,0.25,5,48,125
hypergraphs_rand-3-20-20-60-632-46.xml.hg,5,20,20,0.24,5,50,128
hypergraphs_rand-3-20-20-60-632-47.xml.hg,5,20,20,0.37,5,88,284
hypergraphs_rand-3-20-20-60-632-48.xml.hg,5,20,20,0.28,5,68,197
hypergraphs_rand-3-20-20-60-632-49.xml.hg,5,20,20,0.27,5,59,161
hypergraphs_rand-3-20-20-60-632-50.xml.hg,5,20,20,0.31,5,68,203
hypergraphs_rand-3-20-20-60-632f-01.xml.hg,5,20,20,0.24,5,45,116
hypergraphs_rand-3-20-20-60-632f-02.xml.hg,5,20,20,0.29000000000000004,5,73,211
hypergraphs_rand-3-20-20-60-632f-03.xml.hg,5,20,20,0.37,5,66,194
hypergraphs_rand-3-20-20-60-632f-04.xml.hg,5,20,20,0.27,5,57,163
hypergraphs_rand-3-20-20-60-632f-05.xml.hg,5,20,20,0.28,5,66,188
hypergraphs_rand-3-20-20-60-632f-06.xml.hg,5,20,19,0.24,5,42,117
hypergraphs_rand-3-20-20-60-632f-07.xml.hg,5,20,20,0.29,5,66,188
hypergraphs_rand-3-20-20-60-632f-08.xml.hg,5,20,20,0.36,5,85,263
hypergraphs_rand-3-20-20-60-632f-09.xml.hg,5,20,20,0.33,5,98,296
hypergraphs_rand-3-20-20-60-632f-10.xml.hg,5,20,20,0.23,5,47,119
hypergraphs_rand-3-20-20-60-632f-11.xml.hg,5,20,20,0.24,5,40,98
hypergraphs_rand-3-20-20-60-632f-12.xml.hg,5,20,20,0.27,5,61,167
hypergraphs_rand-3-20-20-60-632f-13.xml.hg,5,20,20,0.28,5,61,178
hypergraphs_rand-3-20-20-60-632f-14.xml.hg,5,20,20,0.31,5,78,238
hypergraphs_rand-3-20-20-60-632f-15.xml.hg,5,20,20,0.23,5,48,121
hypergraphs_rand-3-20-20-60-632f-16.xml.hg,5,20,20,0.25,5,46,122
hypergraphs_rand-3-20-20-60-632f-17.xml.hg,5,20,20,0.26,5,58,160
hypergraphs_rand-3-20-20-60-632f-18.xml.hg,5,20,20,0.19,5,39,92
hypergraphs_rand-3-20-20-60-632f-19.xml.hg,5,20,20,0.27,5,63,185
hypergraphs_rand-3-20-20-60-632f-20.xml.hg,5,20,20,0.26,5,61,174
hypergraphs_rand-3-20-20-60-632f-21.xml.hg,5,20,20,0.30000000000000004,5,66,194
hypergraphs_rand-3-20-20-60-632f-22.xml.hg,5,20,19,0.22,5,34,78
hypergraphs_rand-3-20-20-60-632f-23.xml.hg,5,20,20,0.28,5,64,185
hypergraphs_rand-3-20-20-60-632f-24.xml.hg,5,20,20,0.27,5,52,146
hypergraphs_rand-3-20-20-60-632f-25.xml.hg,5,20,20,0.32,5,65,191
hypergraphs_rand-3-20-20-60-632f-26.xml.hg,5,20,20,0.43,5,111,380
hypergraphs_rand-3-20-20-60-632f-27.xml.hg,5,20,20,0.26,5,61,141
hypergraphs_rand-3-20-20-60-632f-28.xml.hg,5,20,20,0.25,5,48,133
hypergraphs_rand-3-20-20-60-632f-29.xml.hg,5,20,20,0.33,5,73,221
hypergraphs_rand-3-20-20-60-632f-30.xml.hg,5,20,20,0.32,5,66,187
hypergraphs_rand-3-20-20-60-632f-31.xml.hg,5,20,20,0.42,5,61,166
hypergraphs_rand-3-20-20-60-632f-32.xml.hg,5,20,20,0.26,5,58,165
hypergraphs_rand-3-20-20-60-632f-33.xml.hg,5,20,20,0.3,5,60,169
hypergraphs_rand-3-20-20-60-632f-34.xml.hg,5,20,20,0.34,5,75,220
hypergraphs_rand-3-20-20-60-632f-35.xml.hg,5,20,20,0.39,5,93,303
hypergraphs_rand-3-20-20-60-632f-36.xml.hg,5,20,20,0.26,5,63,176
hypergraphs_rand-3-20-20-60-632f-37.xml.hg,5,20,20,0.33,5,51,139
hypergraphs_rand-3-20-20-60-632f-38.xml.hg,5,20,20,0.34,5,70,203
hypergraphs_rand-3-20-20-60-632f-39.xml.hg,5,20,20,0.25,5,55,148
hypergraphs_rand-3-20-20-60-632f-40.xml.hg,5,20,19,0.28,5,50,139
hypergraphs_rand-3-20-20-60-632f-41.xml.hg,5,20,20,0.24,5,39,98
hypergraphs_rand-3-20-20-60-632f-42.xml.hg,5,20,20,0.36,5,78,233
hypergraphs_rand-3-20-20-60-632f-43.xml.hg,5,20,20,0.25,5,54,156
hypergraphs_rand-3-20-20-60-632f-44.xml.hg,5,20,20,0.24,5,45,115
hypergraphs_rand-3-20-20-60-632f-45.xml.hg,5,20,20,0.25,5,48,125
hypergraphs_rand-3-20-20-60-632f-46.xml.hg,5,20,20,0.24,5,50,128
hypergraphs_rand-3-20-20-60-632f-47.xml.hg,5,20,20,0.36,5,88,284
hypergraphs_rand-3-20-20-60-632f-48.xml.hg,5,20,20,0.28,5,68,197
hypergraphs_rand-3-20-20-60-632f-49.xml.hg,5,20,20,0.27,5,59,161
hypergraphs_rand-3-20-20-60-632f-50.xml.hg,5,20,20,0.29,5,68,203
hypergraphs_rand-3-24-24-76-632-01.xml.hg,6,24,24,1.34,5,182,638
hypergraphs_rand-3-24-24-76-632-02.xml.hg,6,24,24,0.45,5,98,302
hypergraphs_rand-3-24-24-76-632-03.xml.hg,6,24,24,0.63,5,138,480
hypergraphs_rand-3-24-24-76-632-04.xml.hg,5,24,24,0.57,5,122,392
hypergraphs_rand-3-24-24-76-632-05.xml.hg,6,24,24,0.76,5,151,511
hypergraphs_rand-3-24-24-76-632-06.xml.hg,6,24,24,0.84,5,187,684
hypergraphs_rand-3-24-24-76-632-07.xml.hg,6,24,24,0.62,5,146,491
hypergraphs_rand-3-24-24-76-632-08.xml.hg,6,24,24,0.65,5,143,483
hypergraphs_rand-3-24-24-76-632-09.xml.hg,6,24,24,1.38,5,245,974
hypergraphs_rand-3-24-24-76-632-10.xml.hg,6,24,24,0.54,5,102,334
hypergraphs_rand-3-24-24-76-632-11.xml.hg,6,24,24,0.57,5,130,415
hypergraphs_rand-3-24-24-76-632-12.xml.hg,6,24,24,0.81,5,191,698
hypergraphs_rand-3-24-24-76-632-13.xml.hg,5,24,24,0.57,5,128,441
hypergraphs_rand-3-24-24-76-632-14.xml.hg,6,24,24,0.61,5,134,449
hypergraphs_rand-3-24-24-76-632-15.xml.hg,6,24,24,0.63,5,142,485
hypergraphs_rand-3-24-24-76-632-16.xml.hg,6,24,24,0.56,5,120,378
hypergraphs_rand-3-24-24-76-632-17.xml.hg,6,24,24,0.97,5,138,451
hypergraphs_rand-3-24-24-76-632-18.xml.hg,6,24,24,0.78,5,168,612
hypergraphs_rand-3-24-24-76-632-19.xml.hg,6,24,23,0.61,5,117,393
hypergraphs_rand-3-24-24-76-632-20.xml.hg,6,24,24,0.81,5,188,686
hypergraphs_rand-3-24-24-76-632-21.xml.hg,5,24,24,0.66,5,146,490
hypergraphs_rand-3-24-24-76-632-22.xml.hg,6,24,24,0.83,5,191,667
hypergraphs_rand-3-24-24-76-632-23.xml.hg,6,24,24,0.69,5,165,557
hypergraphs_rand-3-24-24-76-632-24.xml.hg,6,24,24,1.01,5,203,756
hypergraphs_rand-3-24-24-76-632-25.xml.hg,6,24,24,0.79,5,150,509
hypergraphs_rand-3-24-24-76-632-26.xml.hg,6,24,24,0.65,5,151,488
hypergraphs_rand-3-24-24-76-632-27.xml.hg,6,24,24,0.87,5,189,715
hypergraphs_rand-3-24-24-76-632-28.xml.hg,5,24,24,0.52,5,108,339
hypergraphs_rand-3-24-24-76-632-29.xml.hg,6,24,24,0.54,5,117,365
hypergraphs_rand-3-24-24-76-632-30.xml.hg,6,24,24,0.82,5,180,627
hypergraphs_rand-3-24-24-76-632-31.xml.hg,6,24,24,0.7,5,163,556
hypergraphs_rand-3-24-24-76-632-32.xml.hg,5,24,24,0.37,5,93,262
hypergraphs_rand-3-24-24-76-632-33.xml.hg,6,24,24,0.67,5,149,509
hypergraphs_rand-3-24-24-76-632-34.xml.hg,6,24,24,0.6,5,141,464
hypergraphs_rand-3-24-24-76-632-35.xml.hg,6,24,24,0.8,5,124,413
hypergraphs_rand-3-24-24-76-632-36.xml.hg,6,24,24,0.53,5,110,354
hypergraphs_rand-3-24-24-76-632-37.xml.hg,6,24,23,0.4,5,87,252
hypergraphs_rand-3-24-24-76-632-38.xml.hg,6,24,24,0.86,5,198,740
hypergraphs_rand-3-24-24-76-632-39.xml.hg,6,24,24,0.64,5,142,482
hypergraphs_rand-3-24-24-76-632-40.xml.hg,6,24,24,0.64,5,138,460
hypergraphs_rand-3-24-24-76-632-41.xml.hg,6,24,24,0.6,5,128,418
hypergraphs_rand-3-24-24-76-632-42.xml.hg,6,24,24,0.75,5,170,601
hypergraphs_rand-3-24-24-76-632-43.xml.hg,6,24,24,0.75,5,177,630
hypergraphs_rand-3-24-24-76-632-44.xml.hg,6,24,24,0.74,5,163,586
hypergraphs_rand-3-24-24-76-632-45.xml.hg,6,24,24,0.58,5,132,445
hypergraphs_rand-3-24-24-76-632-46.xml.hg,6,24,24,0.46,5,103,317
hypergraphs_rand-3-24-24-76-632-47.xml.hg,6,24,24,0.59,5,128,435
hypergraphs_rand-3-24-24-76-632-48.xml.hg,6,24,24,0.74,5,178,623
hypergraphs_rand-3-24-24-76-632-49.xml.hg,6,24,24,0.78,5,180,659
hypergraphs_rand-3-24-24-76-632-50.xml.hg,6,24,24,0.7,5,139,462
hypergraphs_rand-3-24-24-76-632f-01.xml.hg,6,24,24,1.34,5,182,638
hypergraphs_rand-3-24-24-76-632f-02.xml.hg,6,24,24,0.43,5,98,302
hypergraphs_rand-3-24-24-76-632f-03.xml.hg,6,24,24,0.64,5,138,480
hypergraphs_rand-3-24-24-76-632f-04.xml.hg,5,24,24,0.59,5,122,392
hypergraphs_rand-3-24-24-76-632f-05.xml.hg,6,24,24,0.74,5,151,511
hypergraphs_rand-3-24-24-76-632f-06.xml.hg,6,24,24,0.8,5,187,684
hypergraphs_rand-3-24-24-76-632f-07.xml.hg,6,24,24,0.61,5,146,491
hypergraphs_rand-3-24-24-76-632f-08.xml.hg,6,24,24,0.63,5,143,483
hypergraphs_rand-3-24-24-76-632f-09.xml.hg,6,24,24,1.34,5,245,974
hypergraphs_rand-3-24-24-76-632f-10.xml.hg,6,24,24,0.53,5,102,334
hypergraphs_rand-3-24-24-76-632f-11.xml.hg,6,24,24,0.56,5,130,415
hypergraphs_rand-3-24-24-76-632f-12.xml.hg,6,24,24,0.81,5,191,698
hypergraphs_rand-3-24-24-76-632f-13.xml.hg,5,24,24,0.55,5,128,441
hypergraphs_rand-3-24-24-76-632f-14.xml.hg,6,24,24,0.61,5,134,449
hypergraphs_rand-3-24-24-76-632f-15.xml.hg,6,24,24,0.64,5,142,485
hypergraphs_rand-3-24-24-76-632f-16.xml.hg,6,24,24,0.58,5,120,378
hypergraphs_rand-3-24-24-76-632f-17.xml.hg,6,24,24,0.94,5,138,451
hypergraphs_rand-3-24-24-76-632f-18.xml.hg,6,24,24,0.75,5,168,612
hypergraphs_rand-3-24-24-76-632f-19.xml.hg,6,24,23,0.5900000000000001,5,117,393
hypergraphs_rand-3-24-24-76-632f-20.xml.hg,6,24,24,0.83,5,188,686
hypergraphs_rand-3-24-24-76-632f-21.xml.hg,5,24,24,0.64,5,146,490
hypergraphs_rand-3-24-24-76-632f-22.xml.hg,6,24,24,0.79,5,191,667
hypergraphs_rand-3-24-24-76-632f-23.xml.hg,6,24,24,0.68,5,165,557
hypergraphs_rand-3-24-24-76-632f-24.xml.hg,6,24,24,1.01,5,203,756
hypergraphs_rand-3-24-24-76-632f-25.xml.hg,6,24,24,0.78,5,150,509
hypergraphs_rand-3-24-24-76-632f-26.xml.hg,6,24,24,0.63,5,151,488
hypergraphs_rand-3-24-24-76-632f-27.xml.hg,6,24,24,0.87,5,189,715
hypergraphs_rand-3-24-24-76-632f-28.xml.hg,5,24,24,0.53,5,108,339
hypergraphs_rand-3-24-24-76-632f-29.xml.hg,6,24,24,0.53,5,117,365
hypergraphs_rand-3-24-24-76-632f-30.xml.hg,6,24,24,0.8,5,180,627
hypergraphs_rand-3-24-24-76-632f-31.xml.hg,6,24,24,0.69,5,163,556
hypergraphs_rand-3-24-24-76-632f-32.xml.hg,5,24,24,0.37,5,93,262
hypergraphs_rand-3-24-24-76-632f-33.xml.hg,6,24,24,0.67,5,149,509
hypergraphs_rand-3-24-24-76-632f-34.xml.hg,6,24,24,0.5900000000000001,5,141,464
hypergraphs_rand-3-24-24-76-632f-35.xml.hg,6,24,24,0.83,5,124,413
hypergraphs_rand-3-24-24-76-632f-36.xml.hg,6,24,24,0.55,5,110,354
hypergraphs_rand-3-24-24-76-632f-37.xml.hg,6,24,23,0.4,5,87,252
hypergraphs_rand-3-24-24-76-632f-38.xml.hg,6,24,24,0.84,5,198,740
hypergraphs_rand-3-24-24-76-632f-39.xml.hg,6,24,24,0.63,5,142,482
hypergraphs_rand-3-24-24-76-632f-40.xml.hg,6,24,24,0.66,5,138,460
hypergraphs_rand-3-24-24-76-632f-41.xml.hg,6,24,24,0.58,5,128,418
hypergraphs_rand-3-24-24-76-632f-42.xml.hg,6,24,24,0.74,5,170,601
hypergraphs_rand-3-24-24-76-632f-43.xml.hg,6,24,24,0.78,5,177,630
hypergraphs_rand-3-24-24-76-632f-44.xml.hg,6,24,24,0.77,5,163,586
hypergraphs_rand-3-24-24-76-632f-45.xml.hg,6,24,24,0.62,5,132,445
hypergraphs_rand-3-24-24-76-632f-46.xml.hg,6,24,24,0.44,5,103,317
hypergraphs_rand-3-24-24-76-632f-47.xml.hg,6,24,24,0.6,5,128,435
hypergraphs_rand-3-24-24-76-632f-48.xml.hg,6,24,24,0.77,5,178,623
hypergraphs_rand-3-24-24-76-632f-49.xml.hg,6,24,24,0.78,5,180,659
hypergraphs_rand-3-24-24-76-632f-50.xml.hg,6,24,24,0.67,5,139,462
hypergraphs_rand-3-28-28-93-632-01.xml.hg,7,28,27,0.98,5,183,604
hypergraphs_rand-3-28-28-93-632-02.xml.hg,7,28,28,2.87,5,440,1909
hypergraphs_rand-3-28-28-93-632-03.xml.hg,7,28,28,1.82,5,368,1454
hypergraphs_rand-3-28-28-93-632-04.xml.hg,7,28,28,2.27,5,383,1547
hypergraphs_rand-3-28-28-93-632-05.xml.hg,7,28,28,1.95,5,378,1578
hypergraphs_rand-3-28-28-93-632-06.xml.hg,7,28,28,2.61,5,430,1734
hypergraphs_rand-3-28-28-93-632-07.xml.hg,7,28,28,1.59,5,327,1278
hypergraphs_rand-3-28-28-93-632-08.xml.hg,7,28,28,3.33,5,510,2201
